[1211, 798]
[folio, [355.0, 52.0, 98.0, 18.0], shoonya_1sWAQIF5EBNBD4, 5741090]
[folio, [355.0, 70.0, 98.0, 18.0], shoonya_1sWAQIF5EBNBD4, 5741090]
[paragraph, [60.0, 111.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 129.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 147.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 165.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 183.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 201.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 219.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 237.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 255.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 273.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 291.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 309.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [60.0, 327.0, 679.0, 18.0], shoonya_0sO48HZERPEIFC, 5741090]
[paragraph, [57.0, 365.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 383.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 401.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 419.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 437.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 455.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 473.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 491.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 509.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 527.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 545.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 563.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 581.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 599.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 617.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 635.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 653.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 671.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 689.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 707.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 725.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 743.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 761.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 779.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 797.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 815.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 833.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 851.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 869.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [57.0, 887.0, 683.0, 18.0], o-X8I-jwza, 5741090]
[paragraph, [45.0, 956.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 974.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 992.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 1010.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 1028.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 1046.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 1064.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 1082.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 1100.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 1118.0, 697.0, 18.0], 041T36EWWC, 5741090]
[paragraph, [45.0, 1136.0, 697.0, 18.0], 041T36EWWC, 5741090]
[footnote, [424.0, 1175.0, 318.0, 18.0], Bbz1bXDgB7, 5741090]
