[978, 575]
[chapter-title, [106.0, 22.0, 330.0, 30.0], shoonya_0sI6YUVWQ419NX, 5776221]
[paragraph, [3.0, 72.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 90.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 108.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 126.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 144.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 162.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 180.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 198.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 216.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 234.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 252.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 270.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 288.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 306.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [3.0, 324.0, 537.0, 18.0], 8QCBG036OQ, 5776221]
[paragraph, [2.0, 349.0, 540.0, 18.0], FGYhlN9TDm, 5776221]
[paragraph, [2.0, 367.0, 540.0, 18.0], FGYhlN9TDm, 5776221]
[paragraph, [2.0, 385.0, 540.0, 18.0], FGYhlN9TDm, 5776221]
[paragraph, [2.0, 403.0, 540.0, 18.0], FGYhlN9TDm, 5776221]
[paragraph, [2.0, 421.0, 540.0, 18.0], FGYhlN9TDm, 5776221]
[paragraph, [2.0, 439.0, 540.0, 18.0], FGYhlN9TDm, 5776221]
[paragraph, [71.0, 493.0, 395.0, 18.0], GhXbPWbe2S, 5776221]
[paragraph, [0.0, 522.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 540.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 558.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 576.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 594.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 612.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 630.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 648.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 666.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 684.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 702.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 720.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 738.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 756.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 774.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 792.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 810.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 828.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 846.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 864.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 882.0, 545.0, 18.0], rhghkGW2dK, 5776221]
[paragraph, [0.0, 900.0, 545.0, 18.0], rhghkGW2dK, 5776221]
