[1200, 825]
[section-title, [145.0, 110.0, 360.0, 30.0], shoonya_5sY3CUSD0L1O4F, 5691017]
[paragraph, [144.0, 159.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 177.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 195.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 213.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 231.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 249.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 267.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 285.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 303.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 321.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 339.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 357.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 375.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 393.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [144.0, 411.0, 537.0, 18.0], shoonya_6sBAMJRYCQHO8V, 5691017]
[paragraph, [145.0, 438.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 456.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 474.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 492.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 510.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 528.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 546.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 564.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 582.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 600.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 618.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 636.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 654.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 672.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 690.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 708.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 726.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 744.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 762.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 780.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 798.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [145.0, 816.0, 537.0, 18.0], shoonya_1s9KJ7WS9657TE, 5691017]
[paragraph, [143.0, 865.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
[paragraph, [143.0, 883.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
[paragraph, [143.0, 901.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
[paragraph, [143.0, 919.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
[paragraph, [143.0, 937.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
[paragraph, [143.0, 955.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
[paragraph, [143.0, 973.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
[paragraph, [143.0, 991.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
[paragraph, [143.0, 1009.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
[paragraph, [143.0, 1027.0, 539.0, 18.0], shoonya_0sGONN7Y0FB3T8, 5691017]
