[2200, 1700]
[paragraph, [322.0, 74.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 110.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 146.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 182.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 218.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 254.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 290.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 326.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 362.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 398.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 434.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 470.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 506.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 542.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 578.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 614.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 650.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 686.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 722.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 758.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 794.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 830.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 866.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 902.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 938.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 974.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 1010.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [322.0, 1046.0, 1098.0, 36.0], shoonya_1sJPPNABCD6TM4, 5731099]
[paragraph, [315.0, 1103.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1139.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1175.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1211.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1247.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1283.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1319.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1355.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1391.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1427.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1463.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1499.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [315.0, 1535.0, 1089.0, 36.0], shoonya_0sMO09RNJMB7II, 5731099]
[paragraph, [445.0, 1616.0, 891.0, 36.0], S9z3c8vKvH, 5731099]
[paragraph, [445.0, 1652.0, 891.0, 36.0], S9z3c8vKvH, 5731099]
[paragraph, [445.0, 1688.0, 891.0, 36.0], S9z3c8vKvH, 5731099]
[paragraph, [445.0, 1724.0, 891.0, 36.0], S9z3c8vKvH, 5731099]
[paragraph, [445.0, 1760.0, 891.0, 36.0], S9z3c8vKvH, 5731099]
[paragraph, [445.0, 1796.0, 891.0, 36.0], S9z3c8vKvH, 5731099]
[paragraph, [311.0, 1841.0, 1090.0, 36.0], gnB0waKu0u, 5731099]
[paragraph, [311.0, 1877.0, 1090.0, 36.0], gnB0waKu0u, 5731099]
[paragraph, [311.0, 1913.0, 1090.0, 36.0], gnB0waKu0u, 5731099]
[folio, [950.0, 2040.0, 362.0, 36.0], HqfAgPnSrj, 5731099]
