[1242, 907]
[chapter-title, [303.0, 34.0, 162.0, 30.0], shoonya_8s3Y1EQA306607, 5776360]
[paragraph, [75.0, 72.0, 620.0, 18.0], shoonya_2sPMLYK3X3P2RT, 5776360]
[paragraph, [75.0, 90.0, 620.0, 18.0], shoonya_2sPMLYK3X3P2RT, 5776360]
[paragraph, [75.0, 108.0, 620.0, 18.0], shoonya_2sPMLYK3X3P2RT, 5776360]
[paragraph, [75.0, 126.0, 620.0, 18.0], shoonya_2sPMLYK3X3P2RT, 5776360]
[paragraph, [75.0, 144.0, 620.0, 18.0], shoonya_2sPMLYK3X3P2RT, 5776360]
[paragraph, [75.0, 162.0, 620.0, 18.0], shoonya_2sPMLYK3X3P2RT, 5776360]
[paragraph, [77.0, 198.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 216.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 234.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 252.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 270.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 288.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 306.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 324.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 342.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 360.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 378.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 396.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [77.0, 414.0, 621.0, 18.0], shoonya_1sPQ1KU55ERO0J, 5776360]
[paragraph, [80.0, 448.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 466.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 484.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 502.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 520.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 538.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 556.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 574.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 592.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 610.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 628.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 646.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 664.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 682.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 700.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 718.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 736.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 754.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 772.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [80.0, 790.0, 619.0, 18.0], shoonya_0sSZ619AG5419E, 5776360]
[paragraph, [82.0, 810.0, 618.0, 18.0], shoonya_3sSKSGD3CGJXAR, 5776360]
[paragraph, [82.0, 828.0, 618.0, 18.0], shoonya_3sSKSGD3CGJXAR, 5776360]
[paragraph, [82.0, 846.0, 618.0, 18.0], shoonya_3sSKSGD3CGJXAR, 5776360]
[paragraph, [82.0, 864.0, 618.0, 18.0], shoonya_3sSKSGD3CGJXAR, 5776360]
[paragraph, [83.0, 884.0, 618.0, 18.0], shoonya_4s4X3G3BTMHJYR, 5776360]
[paragraph, [83.0, 902.0, 618.0, 18.0], shoonya_4s4X3G3BTMHJYR, 5776360]
[paragraph, [83.0, 920.0, 618.0, 18.0], shoonya_4s4X3G3BTMHJYR, 5776360]
[paragraph, [83.0, 938.0, 618.0, 18.0], shoonya_4s4X3G3BTMHJYR, 5776360]
[paragraph, [83.0, 956.0, 618.0, 18.0], shoonya_4s4X3G3BTMHJYR, 5776360]
[paragraph, [83.0, 974.0, 618.0, 18.0], shoonya_4s4X3G3BTMHJYR, 5776360]
[paragraph, [83.0, 992.0, 618.0, 18.0], shoonya_4s4X3G3BTMHJYR, 5776360]
[paragraph, [100.0, 1014.0, 545.0, 18.0], shoonya_6sQFY4RCY9I9L3, 5776360]
[paragraph, [107.0, 1043.0, 596.0, 18.0], shoonya_5sA967ATHB3OOB, 5776360]
