[2067, 1567]
[folio, [195.0, 190.0, 128.0, 36.0], 5NT9HyVj_5, 5736061]
[folio, [1046.0, 190.0, 329.0, 36.0], EYJffOptSi, 5736061]
[paragraph, [792.0, 245.0, 572.0, 36.0], VDC3tDk7Gy, 5736061]
[paragraph, [792.0, 281.0, 572.0, 36.0], VDC3tDk7Gy, 5736061]
[paragraph, [792.0, 317.0, 572.0, 36.0], VDC3tDk7Gy, 5736061]
[paragraph, [792.0, 353.0, 572.0, 36.0], VDC3tDk7Gy, 5736061]
[paragraph, [792.0, 389.0, 572.0, 36.0], VDC3tDk7Gy, 5736061]
[paragraph, [792.0, 425.0, 572.0, 36.0], VDC3tDk7Gy, 5736061]
[paragraph, [444.0, 247.0, 329.0, 36.0], shoonya_0s4FU84CJB1VSW, 5736061]
[paragraph, [444.0, 283.0, 329.0, 36.0], shoonya_0s4FU84CJB1VSW, 5736061]
[paragraph, [444.0, 319.0, 329.0, 36.0], shoonya_0s4FU84CJB1VSW, 5736061]
[paragraph, [444.0, 355.0, 329.0, 36.0], shoonya_0s4FU84CJB1VSW, 5736061]
[paragraph, [444.0, 391.0, 329.0, 36.0], shoonya_0s4FU84CJB1VSW, 5736061]
[paragraph, [444.0, 427.0, 329.0, 36.0], shoonya_0s4FU84CJB1VSW, 5736061]
[paragraph, [444.0, 463.0, 329.0, 36.0], shoonya_0s4FU84CJB1VSW, 5736061]
[paragraph, [444.0, 499.0, 329.0, 36.0], shoonya_0s4FU84CJB1VSW, 5736061]
[paragraph, [444.0, 535.0, 329.0, 36.0], shoonya_0s4FU84CJB1VSW, 5736061]
[paragraph, [794.0, 470.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 506.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 542.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 578.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 614.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 650.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 686.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 722.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 758.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 794.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [794.0, 830.0, 580.0, 36.0], 3LiQNI74n-, 5736061]
[paragraph, [189.0, 605.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 641.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 677.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 713.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 749.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 785.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 821.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 857.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 893.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 929.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 965.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 1001.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 1037.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 1073.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [189.0, 1109.0, 585.0, 36.0], shoonya_2sW4B4FMKGIZRU, 5736061]
[paragraph, [790.0, 868.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 904.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 940.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 976.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 1012.0, 580.0, 36.0], F5QRoZggxN, 5736061]
[paragraph, [790.0, 1048.0, 580.0, 36.0], F5QRoZggxN, 5736061]
