[2356, 1688]
[section-title, [364.0, 191.0, 1192.0, 52.5], pT73A9sVXw, 5734024]
[paragraph, [367.0, 293.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 329.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 365.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 401.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 437.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 473.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 509.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 545.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 581.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 617.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 653.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 689.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 725.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 761.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 797.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 833.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 869.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [367.0, 905.0, 1186.0, 36.0], shoonya_0sWE3K7RLLB8PC, 5734024]
[paragraph, [364.0, 1002.0, 1184.0, 36.0], shoonya_4sUKXVUV9YH1MF, 5734024]
[paragraph, [364.0, 1038.0, 1184.0, 36.0], shoonya_4sUKXVUV9YH1MF, 5734024]
[paragraph, [364.0, 1074.0, 1184.0, 36.0], shoonya_4sUKXVUV9YH1MF, 5734024]
[paragraph, [364.0, 1110.0, 1184.0, 36.0], shoonya_4sUKXVUV9YH1MF, 5734024]
[paragraph, [364.0, 1146.0, 1184.0, 36.0], shoonya_4sUKXVUV9YH1MF, 5734024]
[paragraph, [364.0, 1182.0, 1184.0, 36.0], shoonya_4sUKXVUV9YH1MF, 5734024]
[paragraph, [364.0, 1218.0, 1184.0, 36.0], shoonya_4sUKXVUV9YH1MF, 5734024]
[paragraph, [364.0, 1254.0, 1184.0, 36.0], shoonya_4sUKXVUV9YH1MF, 5734024]
[paragraph, [357.0, 1342.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1378.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1414.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1450.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1486.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1522.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1558.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1594.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1630.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1666.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [357.0, 1702.0, 1187.0, 36.0], shoonya_1sNVSMIKAEKQF6, 5734024]
[paragraph, [358.0, 1807.0, 1190.0, 36.0], shoonya_3s5ENIJQQ91TJ3, 5734024]
[paragraph, [358.0, 1843.0, 1190.0, 36.0], shoonya_3s5ENIJQQ91TJ3, 5734024]
[paragraph, [358.0, 1879.0, 1190.0, 36.0], shoonya_3s5ENIJQQ91TJ3, 5734024]
[paragraph, [358.0, 1915.0, 1190.0, 36.0], shoonya_3s5ENIJQQ91TJ3, 5734024]
[paragraph, [358.0, 1951.0, 1190.0, 36.0], shoonya_3s5ENIJQQ91TJ3, 5734024]
