[2067, 1567]
[folio, [1091.0, 193.0, 277.0, 36.0], us2aE5EtEe, 5735471]
[folio, [191.0, 195.0, 148.0, 36.0], qozh94cQ9u, 5735471]
[chapter-title, [555.0, 250.0, 401.0, 70.5], shoonya_17sJIRE2C09LYI, 5735471]
[paragraph, [789.0, 515.0, 584.0, 36.0], shoonya_4sSHIEYX2MYF6A, 5735471]
[paragraph, [789.0, 551.0, 584.0, 36.0], shoonya_4sSHIEYX2MYF6A, 5735471]
[paragraph, [789.0, 587.0, 584.0, 36.0], shoonya_4sSHIEYX2MYF6A, 5735471]
[paragraph, [789.0, 623.0, 584.0, 36.0], shoonya_4sSHIEYX2MYF6A, 5735471]
[paragraph, [789.0, 659.0, 584.0, 36.0], shoonya_4sSHIEYX2MYF6A, 5735471]
[paragraph, [789.0, 695.0, 584.0, 36.0], shoonya_4sSHIEYX2MYF6A, 5735471]
[paragraph, [789.0, 731.0, 584.0, 36.0], shoonya_4sSHIEYX2MYF6A, 5735471]
[paragraph, [789.0, 767.0, 584.0, 36.0], shoonya_4sSHIEYX2MYF6A, 5735471]
[paragraph, [789.0, 803.0, 584.0, 36.0], shoonya_4sSHIEYX2MYF6A, 5735471]
[paragraph, [179.0, 563.0, 168.0, 36.0], po1zc9u2Kg, 5735471]
[paragraph, [452.0, 655.0, 318.0, 36.0], shoonya_3sR3SJE7X32UBP, 5735471]
[paragraph, [452.0, 691.0, 318.0, 36.0], shoonya_3sR3SJE7X32UBP, 5735471]
[paragraph, [452.0, 727.0, 318.0, 36.0], shoonya_3sR3SJE7X32UBP, 5735471]
[paragraph, [452.0, 763.0, 318.0, 36.0], shoonya_3sR3SJE7X32UBP, 5735471]
[paragraph, [452.0, 799.0, 318.0, 36.0], shoonya_3sR3SJE7X32UBP, 5735471]
[paragraph, [452.0, 835.0, 318.0, 36.0], shoonya_3sR3SJE7X32UBP, 5735471]
[paragraph, [452.0, 871.0, 318.0, 36.0], shoonya_3sR3SJE7X32UBP, 5735471]
[paragraph, [452.0, 907.0, 318.0, 36.0], shoonya_3sR3SJE7X32UBP, 5735471]
[paragraph, [452.0, 943.0, 318.0, 36.0], shoonya_3sR3SJE7X32UBP, 5735471]
[paragraph, [791.0, 876.0, 582.0, 36.0], shoonya_5sWMHBCGOIK8HV, 5735471]
[paragraph, [791.0, 912.0, 582.0, 36.0], shoonya_5sWMHBCGOIK8HV, 5735471]
[paragraph, [791.0, 948.0, 582.0, 36.0], shoonya_5sWMHBCGOIK8HV, 5735471]
[paragraph, [791.0, 984.0, 582.0, 36.0], shoonya_5sWMHBCGOIK8HV, 5735471]
[paragraph, [791.0, 1020.0, 582.0, 36.0], shoonya_5sWMHBCGOIK8HV, 5735471]
[paragraph, [791.0, 1056.0, 582.0, 36.0], shoonya_5sWMHBCGOIK8HV, 5735471]
[paragraph, [791.0, 1092.0, 582.0, 36.0], shoonya_5sWMHBCGOIK8HV, 5735471]
[paragraph, [791.0, 1128.0, 582.0, 36.0], shoonya_5sWMHBCGOIK8HV, 5735471]
[paragraph, [791.0, 1164.0, 582.0, 36.0], shoonya_5sWMHBCGOIK8HV, 5735471]
[paragraph, [192.0, 1005.0, 580.0, 36.0], shoonya_6s4XRSE2G1ANSY, 5735471]
[paragraph, [192.0, 1041.0, 580.0, 36.0], shoonya_6s4XRSE2G1ANSY, 5735471]
[paragraph, [192.0, 1077.0, 580.0, 36.0], shoonya_6s4XRSE2G1ANSY, 5735471]
[paragraph, [192.0, 1113.0, 580.0, 36.0], shoonya_6s4XRSE2G1ANSY, 5735471]
[sidebar, [1415.0, 1024.0, 128.0, 36.0], shoonya_16sYOEV2CWVNXF, 5735471]
[paragraph, [193.0, 1185.0, 577.0, 36.0], shoonya_1sE10KMJ28G23I, 5735471]
[paragraph, [193.0, 1221.0, 577.0, 36.0], shoonya_1sE10KMJ28G23I, 5735471]
[paragraph, [193.0, 1257.0, 577.0, 36.0], shoonya_1sE10KMJ28G23I, 5735471]
[paragraph, [193.0, 1293.0, 577.0, 36.0], shoonya_1sE10KMJ28G23I, 5735471]
[paragraph, [193.0, 1329.0, 577.0, 36.0], shoonya_1sE10KMJ28G23I, 5735471]
[paragraph, [193.0, 1365.0, 577.0, 36.0], shoonya_1sE10KMJ28G23I, 5735471]
[paragraph, [193.0, 1401.0, 577.0, 36.0], shoonya_1sE10KMJ28G23I, 5735471]
[author, [1174.0, 1227.0, 196.0, 36.0], shoonya_8sBW64OCYUEN2L, 5735471]
[paragraph, [794.0, 1323.0, 583.0, 36.0], shoonya_9sS6NEK3QG38AS, 5735471]
[paragraph, [794.0, 1359.0, 583.0, 36.0], shoonya_9sS6NEK3QG38AS, 5735471]
[paragraph, [192.0, 1455.0, 579.0, 36.0], shoonya_0sG2KI3X6XGFSY, 5735471]
[paragraph, [192.0, 1491.0, 579.0, 36.0], shoonya_0sG2KI3X6XGFSY, 5735471]
[paragraph, [192.0, 1527.0, 579.0, 36.0], shoonya_0sG2KI3X6XGFSY, 5735471]
[paragraph, [192.0, 1563.0, 579.0, 36.0], shoonya_0sG2KI3X6XGFSY, 5735471]
[paragraph, [192.0, 1599.0, 579.0, 36.0], shoonya_0sG2KI3X6XGFSY, 5735471]
[paragraph, [192.0, 1635.0, 579.0, 36.0], shoonya_0sG2KI3X6XGFSY, 5735471]
[paragraph, [192.0, 1671.0, 579.0, 36.0], shoonya_0sG2KI3X6XGFSY, 5735471]
[paragraph, [192.0, 1707.0, 579.0, 36.0], shoonya_0sG2KI3X6XGFSY, 5735471]
[paragraph, [192.0, 1743.0, 579.0, 36.0], shoonya_0sG2KI3X6XGFSY, 5735471]
[paragraph, [778.0, 1496.0, 251.0, 36.0], shoonya_14sMW5AQ0UWFLZ, 5735471]
[paragraph, [778.0, 1532.0, 251.0, 36.0], shoonya_14sMW5AQ0UWFLZ, 5735471]
[paragraph, [787.0, 1633.0, 586.0, 36.0], shoonya_13sIOWUEGJFNNR, 5735471]
[paragraph, [787.0, 1669.0, 586.0, 36.0], shoonya_13sIOWUEGJFNNR, 5735471]
[paragraph, [787.0, 1705.0, 586.0, 36.0], shoonya_13sIOWUEGJFNNR, 5735471]
[paragraph, [787.0, 1741.0, 586.0, 36.0], shoonya_13sIOWUEGJFNNR, 5735471]
[folio, [195.0, 1824.0, 224.0, 36.0], QXcHb5wTZx, 5735471]
