[1162, 749]
[chapter-title, [245.0, 89.0, 259.0, 30.0], 42UFDJ705j, 5700243]
[headline, [184.0, 173.0, 383.0, 25.5], DojGHcmyl5, 5700243]
[headline, [230.0, 235.0, 292.0, 25.5], X6IdUbfptG, 5700243]
[paragraph, [78.0, 290.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 308.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 326.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 344.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 362.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 380.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 398.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 416.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 434.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 452.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 470.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 488.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 506.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 524.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 542.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 560.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 578.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 596.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 614.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 632.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 650.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 668.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 686.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 704.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 722.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 740.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 758.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 776.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 794.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 812.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 830.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 848.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 866.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 884.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 902.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 920.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 938.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 956.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 974.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 992.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [78.0, 1010.0, 594.0, 18.0], shoonya_0s32DUTC3TL94C, 5700243]
[paragraph, [112.0, 1044.0, 553.0, 18.0], 0vusbIJmwn, 5700243]
[paragraph, [112.0, 1062.0, 553.0, 18.0], 0vusbIJmwn, 5700243]
