[1240, 1755]
[sidebar, [655.0, 140.0, 131.0, 18.0], 32-0k4RUw0, 5729530]
[sidebar, [655.0, 158.0, 131.0, 18.0], 32-0k4RUw0, 5729530]
[second-level-question, [1026.0, 140.0, 607.0, 18.0], Ph7a6n6xG5, 5729530]
[second-level-question, [1026.0, 158.0, 607.0, 18.0], Ph7a6n6xG5, 5729530]
[second-level-question, [1026.0, 176.0, 607.0, 18.0], Ph7a6n6xG5, 5729530]
[second-level-question, [1026.0, 194.0, 607.0, 18.0], Ph7a6n6xG5, 5729530]
[second-level-question, [168.0, 195.0, 359.0, 18.0], 9gsNY9iEoH, 5729530]
[second-level-question, [168.0, 213.0, 359.0, 18.0], 9gsNY9iEoH, 5729530]
[second-level-question, [1028.0, 221.0, 609.0, 18.0], 1aFbbfx8Xj, 5729530]
[second-level-question, [1028.0, 239.0, 609.0, 18.0], 1aFbbfx8Xj, 5729530]
[second-level-question, [1028.0, 257.0, 609.0, 18.0], 1aFbbfx8Xj, 5729530]
[second-level-question, [1028.0, 275.0, 609.0, 18.0], 1aFbbfx8Xj, 5729530]
[second-level-question, [1028.0, 293.0, 609.0, 18.0], 1aFbbfx8Xj, 5729530]
[second-level-question, [171.0, 250.0, 416.0, 18.0], ylDKbylv_G, 5729530]
[second-level-question, [171.0, 268.0, 416.0, 18.0], ylDKbylv_G, 5729530]
[second-level-question, [171.0, 298.0, 403.0, 18.0], nDnTJplwF3, 5729530]
[second-level-question, [171.0, 316.0, 403.0, 18.0], nDnTJplwF3, 5729530]
[second-level-question, [171.0, 342.0, 357.0, 18.0], a-nRggs7fv, 5729530]
[second-level-question, [171.0, 360.0, 357.0, 18.0], a-nRggs7fv, 5729530]
[second-level-question, [171.0, 378.0, 357.0, 18.0], a-nRggs7fv, 5729530]
[second-level-question, [171.0, 396.0, 357.0, 18.0], a-nRggs7fv, 5729530]
[second-level-question, [171.0, 414.0, 357.0, 18.0], a-nRggs7fv, 5729530]
[sidebar, [1498.0, 384.0, 140.0, 18.0], RZDSK0zvmq, 5729530]
[third-level-question, [228.0, 390.0, 212.0, 18.0], FldRoy6QXW, 5729530]
[second-level-question, [1024.0, 434.0, 601.0, 18.0], Jt4v26aG4W, 5729530]
[second-level-question, [1024.0, 452.0, 601.0, 18.0], Jt4v26aG4W, 5729530]
[second-level-question, [1024.0, 470.0, 601.0, 18.0], Jt4v26aG4W, 5729530]
[second-level-question, [1024.0, 488.0, 601.0, 18.0], Jt4v26aG4W, 5729530]
[second-level-question, [1024.0, 506.0, 601.0, 18.0], Jt4v26aG4W, 5729530]
[second-level-question, [176.0, 477.0, 431.0, 18.0], shoonya_4s0XD6YWQ11Y5S, 5729530]
[second-level-question, [176.0, 495.0, 431.0, 18.0], shoonya_4s0XD6YWQ11Y5S, 5729530]
[second-level-question, [176.0, 513.0, 431.0, 18.0], shoonya_4s0XD6YWQ11Y5S, 5729530]
[second-level-question, [1026.0, 542.0, 598.0, 18.0], CiLguE80e3, 5729530]
[second-level-question, [1026.0, 560.0, 598.0, 18.0], CiLguE80e3, 5729530]
[second-level-question, [1026.0, 578.0, 598.0, 18.0], CiLguE80e3, 5729530]
[second-level-question, [1026.0, 596.0, 598.0, 18.0], CiLguE80e3, 5729530]
[sidebar, [655.0, 579.0, 116.0, 18.0], hPnxMhTUyD, 5729530]
[sidebar, [655.0, 597.0, 116.0, 18.0], hPnxMhTUyD, 5729530]
[second-level-question, [1017.0, 625.0, 603.0, 18.0], 2XKLd7ZbtT, 5729530]
[second-level-question, [1017.0, 643.0, 603.0, 18.0], 2XKLd7ZbtT, 5729530]
[second-level-question, [1017.0, 661.0, 603.0, 18.0], 2XKLd7ZbtT, 5729530]
[second-level-question, [1017.0, 679.0, 603.0, 18.0], 2XKLd7ZbtT, 5729530]
[second-level-question, [171.0, 627.0, 601.0, 18.0], nAzCEhrzT4, 5729530]
[second-level-question, [171.0, 645.0, 601.0, 18.0], nAzCEhrzT4, 5729530]
[second-level-question, [171.0, 663.0, 601.0, 18.0], nAzCEhrzT4, 5729530]
[second-level-question, [166.0, 708.0, 412.0, 18.0], BFiuJJxsJL, 5729530]
[second-level-question, [166.0, 726.0, 412.0, 18.0], BFiuJJxsJL, 5729530]
[second-level-question, [162.0, 757.0, 620.0, 18.0], CRU1VP49hM, 5729530]
[second-level-question, [162.0, 775.0, 620.0, 18.0], CRU1VP49hM, 5729530]
[second-level-question, [162.0, 793.0, 620.0, 18.0], CRU1VP49hM, 5729530]
[second-level-question, [162.0, 811.0, 620.0, 18.0], CRU1VP49hM, 5729530]
[second-level-question, [162.0, 860.0, 616.0, 18.0], akn3hJou9i, 5729530]
[second-level-question, [162.0, 878.0, 616.0, 18.0], akn3hJou9i, 5729530]
[second-level-question, [162.0, 896.0, 616.0, 18.0], akn3hJou9i, 5729530]
[second-level-question, [160.0, 937.0, 616.0, 18.0], BjREdJEgeo, 5729530]
[second-level-question, [160.0, 955.0, 616.0, 18.0], BjREdJEgeo, 5729530]
[second-level-question, [160.0, 973.0, 616.0, 18.0], BjREdJEgeo, 5729530]
[second-level-question, [157.0, 1018.0, 625.0, 18.0], 5t9Mlw515j, 5729530]
[second-level-question, [157.0, 1036.0, 625.0, 18.0], 5t9Mlw515j, 5729530]
[second-level-question, [157.0, 1054.0, 625.0, 18.0], 5t9Mlw515j, 5729530]
[second-level-question, [157.0, 1072.0, 625.0, 18.0], 5t9Mlw515j, 5729530]
