[3508, 2481]
[contact-info, [687.0, 105.0, 1097.0, 52.5], XkjRIa1pLA, 6490761]
[contact-info, [687.0, 157.5, 1097.0, 52.5], XkjRIa1pLA, 6490761]
[contact-info, [202.0, 273.0, 826.0, 52.5], xDbiMK4pzJ, 6490761]
[contact-info, [202.0, 325.5, 826.0, 52.5], xDbiMK4pzJ, 6490761]
[contact-info, [202.0, 378.0, 826.0, 52.5], xDbiMK4pzJ, 6490761]
[headline, [1085.0, 497.0, 329.0, 52.5], ENxDM1pVbH, 6490761]
[headline, [1085.0, 549.5, 329.0, 52.5], ENxDM1pVbH, 6490761]
[dateline, [1834.0, 880.0, 419.0, 52.5], pN113nmAld, 6490761]
[paragraph, [211.0, 1144.0, 472.0, 52.5], RrV1mqtaVD, 6490761]
[paragraph, [192.0, 1253.0, 2076.0, 52.5], PF9DKkqbWX, 6490761]
[paragraph, [192.0, 1305.5, 2076.0, 52.5], PF9DKkqbWX, 6490761]
[paragraph, [192.0, 1358.0, 2076.0, 52.5], PF9DKkqbWX, 6490761]
[paragraph, [192.0, 1410.5, 2076.0, 52.5], PF9DKkqbWX, 6490761]
[paragraph, [192.0, 1463.0, 2076.0, 52.5], PF9DKkqbWX, 6490761]
[paragraph, [192.0, 1515.5, 2076.0, 52.5], PF9DKkqbWX, 6490761]
[paragraph, [183.0, 1610.0, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 1662.5, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 1715.0, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 1767.5, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 1820.0, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 1872.5, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 1925.0, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 1977.5, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 2030.0, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 2082.5, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 2135.0, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[paragraph, [183.0, 2187.5, 2086.0, 52.5], LKNo2gKKLg, 6490761]
[section-title, [198.0, 2385.0, 516.0, 93.0], P9vQhLtitV, 6490761]
[ordered-list, [208.0, 2531.0, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 2583.5, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 2636.0, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 2688.5, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 2741.0, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 2793.5, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 2846.0, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 2898.5, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 2951.0, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 3003.5, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 3056.0, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 3108.5, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 3161.0, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 3213.5, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 3266.0, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 3318.5, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[ordered-list, [208.0, 3371.0, 2063.0, 52.5], 5qvSsOrbJN, 6490761]
[sub-unordered-list, [264.0, 3327.0, 1893.0, 18.0], YUFSK2qnmo, 6490761]
[sub-unordered-list, [264.0, 3345.0, 1893.0, 18.0], YUFSK2qnmo, 6490761]
[sub-unordered-list, [264.0, 3363.0, 1893.0, 18.0], YUFSK2qnmo, 6490761]
[sub-unordered-list, [264.0, 3381.0, 1893.0, 18.0], YUFSK2qnmo, 6490761]
[sub-unordered-list, [264.0, 3399.0, 1893.0, 18.0], YUFSK2qnmo, 6490761]
