[1162, 749]
[folio, [315.0, 75.0, 126.0, 18.0], shoonya_3sC9CX6N9WAHSR, 5700119]
[paragraph, [79.0, 121.0, 598.0, 18.0], shoonya_2sVZMF9D3T1CW5, 5700119]
[paragraph, [79.0, 139.0, 598.0, 18.0], shoonya_2sVZMF9D3T1CW5, 5700119]
[paragraph, [79.0, 157.0, 598.0, 18.0], shoonya_2sVZMF9D3T1CW5, 5700119]
[paragraph, [79.0, 175.0, 598.0, 18.0], shoonya_2sVZMF9D3T1CW5, 5700119]
[paragraph, [79.0, 193.0, 598.0, 18.0], shoonya_2sVZMF9D3T1CW5, 5700119]
[paragraph, [79.0, 211.0, 598.0, 18.0], shoonya_2sVZMF9D3T1CW5, 5700119]
[paragraph, [79.0, 229.0, 598.0, 18.0], shoonya_2sVZMF9D3T1CW5, 5700119]
[paragraph, [79.0, 247.0, 598.0, 18.0], shoonya_2sVZMF9D3T1CW5, 5700119]
[paragraph, [79.0, 265.0, 598.0, 18.0], shoonya_2sVZMF9D3T1CW5, 5700119]
[paragraph, [79.0, 294.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 312.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 330.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 348.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 366.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 384.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 402.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 420.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 438.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 456.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 474.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 492.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 510.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 528.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 546.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 564.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 582.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 600.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 618.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 636.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 654.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [79.0, 672.0, 597.0, 18.0], shoonya_1sUP5288ZUUZHP, 5700119]
[paragraph, [76.0, 707.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 725.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 743.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 761.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 779.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 797.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 815.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 833.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 851.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 869.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 887.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 905.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 923.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 941.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 959.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 977.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 995.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 1013.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 1031.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 1049.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
[paragraph, [76.0, 1067.0, 596.0, 18.0], shoonya_0s8ZCUE24RFL1A, 5700119]
