[5159, 3825]
[paragraph, [683.0, 750.0, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 802.5, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 855.0, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 907.5, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 960.0, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 1012.5, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 1065.0, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 1117.5, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 1170.0, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 1222.5, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 1275.0, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 1327.5, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 1380.0, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[paragraph, [683.0, 1432.5, 2581.0, 52.5], Xj7MdH2MPB, 6475931]
[sidebar, [3136.0, 1768.5, 105.0, 52.5], mD1lbWeDiD, 6475931]
[sidebar, [3136.0, 1869.0, 105.0, 52.5], zFKV6UpYPH, 6475931]
[sidebar, [3141.0, 2481.0, 100.0, 52.5], _gT5wEAWkm, 6475931]
[second-level-question, [707.0, 2754.0, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 2806.5, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 2859.0, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 2911.5, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 2964.0, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 3016.5, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 3069.0, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 3121.5, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 3174.0, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 3226.5, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 3279.0, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 3331.5, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[second-level-question, [707.0, 3384.0, 688.0, 52.5], 0S6nDgaTY0, 6475931]
[options, [846.0, 2916.0, 339.0, 52.5], -TafwA-xYK, 6475931]
[options, [846.0, 2968.5, 339.0, 52.5], -TafwA-xYK, 6475931]
[options, [846.0, 3021.0, 339.0, 52.5], -TafwA-xYK, 6475931]
[options, [846.0, 3073.5, 339.0, 52.5], -TafwA-xYK, 6475931]
[options, [846.0, 3126.0, 339.0, 52.5], -TafwA-xYK, 6475931]
[options, [846.0, 3178.5, 339.0, 52.5], -TafwA-xYK, 6475931]
[options, [846.0, 3231.0, 339.0, 52.5], -TafwA-xYK, 6475931]
[options, [846.0, 3283.5, 339.0, 52.5], -TafwA-xYK, 6475931]
[options, [846.0, 3336.0, 339.0, 52.5], -TafwA-xYK, 6475931]
[options, [846.0, 3388.5, 339.0, 52.5], -TafwA-xYK, 6475931]
