[1220, 755]
[paragraph, [55.0, 57.0, 638.0, 18.0], yFx9aH3NJN, 6470177]
[paragraph, [55.0, 75.0, 638.0, 18.0], yFx9aH3NJN, 6470177]
[paragraph, [55.0, 93.0, 638.0, 18.0], yFx9aH3NJN, 6470177]
[paragraph, [55.0, 111.0, 638.0, 18.0], yFx9aH3NJN, 6470177]
[paragraph, [55.0, 129.0, 638.0, 18.0], yFx9aH3NJN, 6470177]
[paragraph, [54.0, 162.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 180.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 198.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 216.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 234.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 252.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 270.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 288.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 306.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 324.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 342.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 360.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 378.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 396.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 414.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 432.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 450.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [54.0, 468.0, 641.0, 18.0], lu8b_6xU6c, 6470177]
[paragraph, [50.0, 493.0, 641.0, 18.0], dx_uIIGBpO, 6470177]
[paragraph, [50.0, 511.0, 641.0, 18.0], dx_uIIGBpO, 6470177]
[paragraph, [50.0, 529.0, 641.0, 18.0], dx_uIIGBpO, 6470177]
[paragraph, [50.0, 547.0, 641.0, 18.0], dx_uIIGBpO, 6470177]
[paragraph, [50.0, 565.0, 641.0, 18.0], dx_uIIGBpO, 6470177]
[paragraph, [47.0, 600.0, 644.0, 18.0], HfhErn-6Xl, 6470177]
[paragraph, [47.0, 618.0, 644.0, 18.0], HfhErn-6Xl, 6470177]
[paragraph, [47.0, 636.0, 644.0, 18.0], HfhErn-6Xl, 6470177]
[paragraph, [47.0, 654.0, 644.0, 18.0], HfhErn-6Xl, 6470177]
[paragraph, [47.0, 672.0, 644.0, 18.0], HfhErn-6Xl, 6470177]
[paragraph, [47.0, 690.0, 644.0, 18.0], HfhErn-6Xl, 6470177]
[paragraph, [47.0, 708.0, 644.0, 18.0], HfhErn-6Xl, 6470177]
[paragraph, [50.0, 734.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 752.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 770.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 788.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 806.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 824.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 842.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 860.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 878.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 896.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 914.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 932.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 950.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 968.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 986.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 1004.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 1022.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [50.0, 1040.0, 638.0, 18.0], shoonya_0sTLW6FF09J6HR, 6470177]
[paragraph, [45.0, 1062.0, 640.0, 18.0], kPWhuMEINU, 6470177]
[paragraph, [45.0, 1080.0, 640.0, 18.0], kPWhuMEINU, 6470177]
[paragraph, [45.0, 1098.0, 640.0, 18.0], kPWhuMEINU, 6470177]
