[2339, 1653]
[paragraph, [387.0, 408.0, 1078.0, 36.0], shoonya_1sT9I9TCLU56OD, 5733687]
[paragraph, [387.0, 444.0, 1078.0, 36.0], shoonya_1sT9I9TCLU56OD, 5733687]
[paragraph, [387.0, 480.0, 1078.0, 36.0], shoonya_1sT9I9TCLU56OD, 5733687]
[paragraph, [387.0, 516.0, 1078.0, 36.0], shoonya_1sT9I9TCLU56OD, 5733687]
[paragraph, [387.0, 552.0, 1078.0, 36.0], shoonya_1sT9I9TCLU56OD, 5733687]
[paragraph, [387.0, 588.0, 1078.0, 36.0], shoonya_1sT9I9TCLU56OD, 5733687]
[paragraph, [389.0, 637.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 673.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 709.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 745.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 781.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 817.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 853.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 889.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 925.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 961.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 997.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 1033.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 1069.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [389.0, 1105.0, 1073.0, 36.0], shoonya_0s9VH6WKTHSGVM, 5733687]
[paragraph, [391.0, 1162.0, 1072.0, 36.0], shoonya_3sF5DMPUCXRJPT, 5733687]
[paragraph, [391.0, 1198.0, 1072.0, 36.0], shoonya_3sF5DMPUCXRJPT, 5733687]
[paragraph, [391.0, 1234.0, 1072.0, 36.0], shoonya_3sF5DMPUCXRJPT, 5733687]
[paragraph, [391.0, 1270.0, 1072.0, 36.0], shoonya_3sF5DMPUCXRJPT, 5733687]
[paragraph, [391.0, 1306.0, 1072.0, 36.0], shoonya_3sF5DMPUCXRJPT, 5733687]
[paragraph, [391.0, 1342.0, 1072.0, 36.0], shoonya_3sF5DMPUCXRJPT, 5733687]
[paragraph, [391.0, 1378.0, 1072.0, 36.0], shoonya_3sF5DMPUCXRJPT, 5733687]
[paragraph, [391.0, 1414.0, 1072.0, 36.0], shoonya_3sF5DMPUCXRJPT, 5733687]
[paragraph, [391.0, 1456.0, 1071.0, 36.0], shoonya_2sG9YE55QW2T7C, 5733687]
[paragraph, [391.0, 1492.0, 1071.0, 36.0], shoonya_2sG9YE55QW2T7C, 5733687]
[paragraph, [391.0, 1528.0, 1071.0, 36.0], shoonya_2sG9YE55QW2T7C, 5733687]
[paragraph, [391.0, 1564.0, 1071.0, 36.0], shoonya_2sG9YE55QW2T7C, 5733687]
[paragraph, [391.0, 1600.0, 1071.0, 36.0], shoonya_2sG9YE55QW2T7C, 5733687]
[paragraph, [391.0, 1636.0, 1071.0, 36.0], shoonya_2sG9YE55QW2T7C, 5733687]
[paragraph, [391.0, 1672.0, 1071.0, 36.0], shoonya_2sG9YE55QW2T7C, 5733687]
[paragraph, [391.0, 1708.0, 1071.0, 36.0], shoonya_2sG9YE55QW2T7C, 5733687]
[paragraph, [391.0, 1744.0, 1071.0, 36.0], shoonya_2sG9YE55QW2T7C, 5733687]
[paragraph, [493.0, 1808.0, 260.0, 36.0], shoonya_5sY8SXYRWOU27Z, 5733687]
[paragraph, [389.0, 1865.0, 1084.0, 36.0], shoonya_4s6AAEE63PJUPI, 5733687]
[paragraph, [389.0, 1901.0, 1084.0, 36.0], shoonya_4s6AAEE63PJUPI, 5733687]
[paragraph, [389.0, 1937.0, 1084.0, 36.0], shoonya_4s6AAEE63PJUPI, 5733687]
[paragraph, [389.0, 1973.0, 1084.0, 36.0], shoonya_4s6AAEE63PJUPI, 5733687]
[paragraph, [389.0, 2009.0, 1084.0, 36.0], shoonya_4s6AAEE63PJUPI, 5733687]
[paragraph, [389.0, 2045.0, 1084.0, 36.0], shoonya_4s6AAEE63PJUPI, 5733687]
