[789, 571]
[folio, [239.0, 50.0, 119.0, 18.0], shoonya_2s64CSLQB6RK7G, 5702355]
[paragraph, [68.0, 83.0, 472.0, 18.0], EZx--ecTf_, 5702355]
[paragraph, [68.0, 101.0, 472.0, 18.0], EZx--ecTf_, 5702355]
[paragraph, [68.0, 119.0, 472.0, 18.0], EZx--ecTf_, 5702355]
[paragraph, [68.0, 137.0, 472.0, 18.0], EZx--ecTf_, 5702355]
[paragraph, [68.0, 167.0, 466.0, 18.0], Q6Q1ZEw13-, 5702355]
[paragraph, [68.0, 185.0, 466.0, 18.0], Q6Q1ZEw13-, 5702355]
[paragraph, [68.0, 203.0, 466.0, 18.0], Q6Q1ZEw13-, 5702355]
[paragraph, [68.0, 221.0, 466.0, 18.0], Q6Q1ZEw13-, 5702355]
[paragraph, [68.0, 239.0, 466.0, 18.0], Q6Q1ZEw13-, 5702355]
[paragraph, [68.0, 257.0, 466.0, 18.0], Q6Q1ZEw13-, 5702355]
[paragraph, [68.0, 275.0, 466.0, 18.0], Q6Q1ZEw13-, 5702355]
[paragraph, [68.0, 293.0, 466.0, 18.0], Q6Q1ZEw13-, 5702355]
[paragraph, [68.0, 311.0, 466.0, 18.0], Q6Q1ZEw13-, 5702355]
[paragraph, [71.0, 346.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 364.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 382.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 400.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 418.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 436.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 454.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 472.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 490.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 508.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 526.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 544.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [71.0, 562.0, 456.0, 18.0], shoonya_0sQXVQNEG4OOXH, 5702355]
[paragraph, [72.0, 580.0, 454.0, 18.0], shoonya_1s4618454DDDF8, 5702355]
[paragraph, [72.0, 598.0, 454.0, 18.0], shoonya_1s4618454DDDF8, 5702355]
[paragraph, [72.0, 616.0, 454.0, 18.0], shoonya_1s4618454DDDF8, 5702355]
[paragraph, [72.0, 634.0, 454.0, 18.0], shoonya_1s4618454DDDF8, 5702355]
[paragraph, [72.0, 652.0, 454.0, 18.0], shoonya_1s4618454DDDF8, 5702355]
[paragraph, [72.0, 670.0, 454.0, 18.0], shoonya_1s4618454DDDF8, 5702355]
[paragraph, [72.0, 688.0, 454.0, 18.0], shoonya_1s4618454DDDF8, 5702355]
