[1246, 913]
[paragraph, [75.0, 81.0, 628.0, 18.0], shoonya_1sX7MZHTRVNANT, 5776289]
[paragraph, [75.0, 99.0, 628.0, 18.0], shoonya_1sX7MZHTRVNANT, 5776289]
[paragraph, [75.0, 117.0, 628.0, 18.0], shoonya_1sX7MZHTRVNANT, 5776289]
[paragraph, [75.0, 135.0, 628.0, 18.0], shoonya_1sX7MZHTRVNANT, 5776289]
[paragraph, [75.0, 153.0, 628.0, 18.0], shoonya_1sX7MZHTRVNANT, 5776289]
[paragraph, [75.0, 171.0, 628.0, 18.0], shoonya_1sX7MZHTRVNANT, 5776289]
[paragraph, [75.0, 189.0, 628.0, 18.0], shoonya_1sX7MZHTRVNANT, 5776289]
[paragraph, [75.0, 207.0, 628.0, 18.0], shoonya_1sX7MZHTRVNANT, 5776289]
[paragraph, [75.0, 225.0, 628.0, 18.0], shoonya_1sX7MZHTRVNANT, 5776289]
[paragraph, [77.0, 259.0, 626.0, 18.0], shoonya_3sFGV3KMM9JZSE, 5776289]
[paragraph, [77.0, 277.0, 626.0, 18.0], shoonya_3sFGV3KMM9JZSE, 5776289]
[paragraph, [77.0, 295.0, 626.0, 18.0], shoonya_3sFGV3KMM9JZSE, 5776289]
[paragraph, [77.0, 313.0, 626.0, 18.0], shoonya_3sFGV3KMM9JZSE, 5776289]
[paragraph, [77.0, 331.0, 626.0, 18.0], shoonya_3sFGV3KMM9JZSE, 5776289]
[paragraph, [77.0, 349.0, 626.0, 18.0], shoonya_3sFGV3KMM9JZSE, 5776289]
[paragraph, [77.0, 367.0, 626.0, 18.0], shoonya_3sFGV3KMM9JZSE, 5776289]
[paragraph, [77.0, 385.0, 626.0, 18.0], shoonya_3sFGV3KMM9JZSE, 5776289]
[paragraph, [79.0, 410.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 428.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 446.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 464.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 482.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 500.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 518.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 536.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 554.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 572.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 590.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 608.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 626.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 644.0, 627.0, 18.0], shoonya_2s1P4B0P2N3G8H, 5776289]
[paragraph, [79.0, 668.0, 626.0, 18.0], shoonya_5sVI2QQ890N0IV, 5776289]
[paragraph, [79.0, 686.0, 626.0, 18.0], shoonya_5sVI2QQ890N0IV, 5776289]
[paragraph, [79.0, 704.0, 626.0, 18.0], shoonya_5sVI2QQ890N0IV, 5776289]
[paragraph, [79.0, 722.0, 626.0, 18.0], shoonya_5sVI2QQ890N0IV, 5776289]
[paragraph, [79.0, 740.0, 626.0, 18.0], shoonya_5sVI2QQ890N0IV, 5776289]
[paragraph, [81.0, 770.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 788.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 806.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 824.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 842.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 860.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 878.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 896.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 914.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 932.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [81.0, 950.0, 627.0, 18.0], shoonya_0sTCRBQCIO30BN, 5776289]
[paragraph, [82.0, 978.0, 630.0, 18.0], shoonya_4s6G54AFXSMEU2, 5776289]
[paragraph, [82.0, 996.0, 630.0, 18.0], shoonya_4s6G54AFXSMEU2, 5776289]
[paragraph, [82.0, 1014.0, 630.0, 18.0], shoonya_4s6G54AFXSMEU2, 5776289]
[paragraph, [82.0, 1032.0, 630.0, 18.0], shoonya_4s6G54AFXSMEU2, 5776289]
[paragraph, [82.0, 1050.0, 630.0, 18.0], shoonya_4s6G54AFXSMEU2, 5776289]
