[1225, 1650]
[section-title, [173.0, 284.0, 200.0, 30.0], 3rYC-qgseb, 5725936]
[section-title, [173.0, 314.0, 200.0, 30.0], 3rYC-qgseb, 5725936]
[section-title, [173.0, 344.0, 200.0, 30.0], 3rYC-qgseb, 5725936]
[section-title, [173.0, 374.0, 200.0, 30.0], 3rYC-qgseb, 5725936]
[section-title, [173.0, 404.0, 200.0, 30.0], 3rYC-qgseb, 5725936]
[paragraph, [1152.0, 467.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 485.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 503.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 521.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 539.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 557.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 575.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 593.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 611.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 629.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 647.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 665.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 683.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 701.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 719.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 737.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 755.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 773.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 791.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 809.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 827.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 845.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 863.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 881.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [1152.0, 899.0, 443.0, 18.0], shoonya_6s3IPDRNJOFP8J, 5725936]
[paragraph, [603.0, 468.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 486.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 504.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 522.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 540.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 558.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 576.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 594.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 612.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 630.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 648.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 666.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 684.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 702.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 720.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 738.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 756.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 774.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 792.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 810.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [603.0, 828.0, 442.0, 18.0], shoonya_4sI9XPWMR5CDU1, 5725936]
[paragraph, [53.0, 497.0, 442.0, 18.0], shoonya_8s2L45XVCC9XB3, 5725936]
[paragraph, [53.0, 515.0, 442.0, 18.0], shoonya_8s2L45XVCC9XB3, 5725936]
[paragraph, [53.0, 533.0, 442.0, 18.0], shoonya_8s2L45XVCC9XB3, 5725936]
[paragraph, [53.0, 551.0, 442.0, 18.0], shoonya_8s2L45XVCC9XB3, 5725936]
[paragraph, [53.0, 569.0, 442.0, 18.0], shoonya_8s2L45XVCC9XB3, 5725936]
[paragraph, [53.0, 587.0, 442.0, 18.0], shoonya_8s2L45XVCC9XB3, 5725936]
