[842, 596]
[folio, [262.0, 46.0, 63.0, 18.0], msWvFySR1U, 5756926]
[ordered-list, [24.0, 77.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 95.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 113.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 131.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 149.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 167.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 185.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 203.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 221.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 239.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 257.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 275.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 293.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 311.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 329.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 347.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 365.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 383.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 401.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 419.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 437.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 455.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 473.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 491.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 509.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 527.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 545.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 563.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[ordered-list, [24.0, 581.0, 546.0, 18.0], shoonya_0sR8QIA9I1HJIJ, 5756926]
[sub-ordered-list, [58.0, 141.0, 425.0, 18.0], Kwmm_SwvTS, 5756926]
[sub-ordered-list, [58.0, 159.0, 425.0, 18.0], Kwmm_SwvTS, 5756926]
[sub-ordered-list, [58.0, 177.0, 425.0, 18.0], Kwmm_SwvTS, 5756926]
[sub-ordered-list, [58.0, 195.0, 425.0, 18.0], Kwmm_SwvTS, 5756926]
[sub-ordered-list, [58.0, 213.0, 425.0, 18.0], Kwmm_SwvTS, 5756926]
[sub-ordered-list, [58.0, 231.0, 425.0, 18.0], Kwmm_SwvTS, 5756926]
[sub-ordered-list, [77.0, 374.0, 423.0, 18.0], p5LWxaOum1, 5756926]
[sub-ordered-list, [77.0, 392.0, 423.0, 18.0], p5LWxaOum1, 5756926]
[sub-ordered-list, [77.0, 410.0, 423.0, 18.0], p5LWxaOum1, 5756926]
