[1275, 750]
[folio, [239.0, 85.0, 276.0, 18.0], shoonya_6sT0PEKTNXKY4L, 5767626]
[folio, [239.0, 103.0, 276.0, 18.0], shoonya_6sT0PEKTNXKY4L, 5767626]
[section-title, [236.0, 156.0, 291.0, 30.0], shoonya_2s0LOPRTUMFYWL, 5767626]
[paragraph, [95.0, 222.0, 551.0, 18.0], shoonya_5sXRJK6Z6QUE11, 5767626]
[paragraph, [95.0, 240.0, 551.0, 18.0], shoonya_5sXRJK6Z6QUE11, 5767626]
[paragraph, [95.0, 258.0, 551.0, 18.0], shoonya_5sXRJK6Z6QUE11, 5767626]
[paragraph, [95.0, 276.0, 551.0, 18.0], shoonya_5sXRJK6Z6QUE11, 5767626]
[paragraph, [560.0, 306.0, 134.0, 18.0], dWBaNQlGyc, 5767626]
[paragraph, [560.0, 324.0, 134.0, 18.0], dWBaNQlGyc, 5767626]
[paragraph, [60.0, 350.0, 622.0, 18.0], shoonya_0sDHUX2YP7LGWS, 5767626]
[paragraph, [60.0, 368.0, 622.0, 18.0], shoonya_0sDHUX2YP7LGWS, 5767626]
[paragraph, [60.0, 386.0, 622.0, 18.0], shoonya_0sDHUX2YP7LGWS, 5767626]
[paragraph, [60.0, 404.0, 622.0, 18.0], shoonya_0sDHUX2YP7LGWS, 5767626]
[paragraph, [60.0, 422.0, 622.0, 18.0], shoonya_0sDHUX2YP7LGWS, 5767626]
[paragraph, [60.0, 440.0, 622.0, 18.0], shoonya_0sDHUX2YP7LGWS, 5767626]
[paragraph, [60.0, 458.0, 622.0, 18.0], shoonya_0sDHUX2YP7LGWS, 5767626]
[paragraph, [80.0, 495.0, 548.0, 18.0], shoonya_3sPQD6COHIM2ZG, 5767626]
[paragraph, [80.0, 513.0, 548.0, 18.0], shoonya_3sPQD6COHIM2ZG, 5767626]
[paragraph, [80.0, 531.0, 548.0, 18.0], shoonya_3sPQD6COHIM2ZG, 5767626]
[paragraph, [80.0, 549.0, 548.0, 18.0], shoonya_3sPQD6COHIM2ZG, 5767626]
[paragraph, [80.0, 567.0, 548.0, 18.0], shoonya_3sPQD6COHIM2ZG, 5767626]
[paragraph, [80.0, 585.0, 548.0, 18.0], shoonya_3sPQD6COHIM2ZG, 5767626]
[paragraph, [80.0, 603.0, 548.0, 18.0], shoonya_3sPQD6COHIM2ZG, 5767626]
[paragraph, [80.0, 621.0, 548.0, 18.0], shoonya_3sPQD6COHIM2ZG, 5767626]
[paragraph, [80.0, 639.0, 548.0, 18.0], shoonya_3sPQD6COHIM2ZG, 5767626]
[paragraph, [530.0, 678.0, 145.0, 18.0], shoonya_7sLFN1YDM91DDA, 5767626]
[paragraph, [530.0, 696.0, 145.0, 18.0], shoonya_7sLFN1YDM91DDA, 5767626]
[paragraph, [76.0, 725.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 743.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 761.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 779.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 797.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 815.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 833.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 851.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 869.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 887.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 905.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 923.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 941.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 959.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 977.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 995.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 1013.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 1031.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 1049.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 1067.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 1085.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 1103.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 1121.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 1139.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
[paragraph, [76.0, 1157.0, 597.0, 18.0], shoonya_1sTPVLWZKPE72W, 5767626]
