[789, 571]
[folio, [227.0, 54.0, 70.0, 18.0], X6MwSFgmJ2, 5701889]
[paragraph, [35.0, 94.0, 464.0, 18.0], shoonya_0sLI1B858ZANN3, 5701889]
[paragraph, [35.0, 112.0, 464.0, 18.0], shoonya_0sLI1B858ZANN3, 5701889]
[paragraph, [35.0, 130.0, 464.0, 18.0], shoonya_0sLI1B858ZANN3, 5701889]
[paragraph, [35.0, 148.0, 464.0, 18.0], shoonya_0sLI1B858ZANN3, 5701889]
[paragraph, [35.0, 166.0, 464.0, 18.0], shoonya_0sLI1B858ZANN3, 5701889]
[paragraph, [37.0, 190.0, 464.0, 18.0], shoonya_1sOS6Q8G0LJG4Y, 5701889]
[paragraph, [37.0, 208.0, 464.0, 18.0], shoonya_1sOS6Q8G0LJG4Y, 5701889]
[paragraph, [37.0, 226.0, 464.0, 18.0], shoonya_1sOS6Q8G0LJG4Y, 5701889]
[paragraph, [37.0, 244.0, 464.0, 18.0], shoonya_1sOS6Q8G0LJG4Y, 5701889]
[paragraph, [37.0, 262.0, 464.0, 18.0], shoonya_1sOS6Q8G0LJG4Y, 5701889]
[paragraph, [37.0, 280.0, 464.0, 18.0], shoonya_1sOS6Q8G0LJG4Y, 5701889]
[paragraph, [37.0, 298.0, 464.0, 18.0], shoonya_1sOS6Q8G0LJG4Y, 5701889]
[paragraph, [37.0, 316.0, 464.0, 18.0], shoonya_1sOS6Q8G0LJG4Y, 5701889]
[paragraph, [37.0, 334.0, 464.0, 18.0], shoonya_1sOS6Q8G0LJG4Y, 5701889]
[paragraph, [35.0, 357.0, 464.0, 18.0], sqT2I_B13J, 5701889]
[paragraph, [35.0, 375.0, 464.0, 18.0], sqT2I_B13J, 5701889]
[paragraph, [35.0, 393.0, 464.0, 18.0], sqT2I_B13J, 5701889]
[paragraph, [35.0, 411.0, 464.0, 18.0], sqT2I_B13J, 5701889]
[paragraph, [32.0, 432.0, 472.0, 18.0], j-cmpxV_mb, 5701889]
[paragraph, [32.0, 450.0, 472.0, 18.0], j-cmpxV_mb, 5701889]
[paragraph, [32.0, 468.0, 472.0, 18.0], j-cmpxV_mb, 5701889]
[paragraph, [32.0, 503.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [32.0, 521.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [32.0, 539.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [32.0, 557.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [32.0, 575.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [32.0, 593.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [32.0, 611.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [32.0, 629.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [32.0, 647.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [32.0, 665.0, 475.0, 18.0], FSE6JEIFVW, 5701889]
[paragraph, [36.0, 682.0, 472.0, 18.0], c8Jv3TNgzP, 5701889]
[paragraph, [36.0, 700.0, 472.0, 18.0], c8Jv3TNgzP, 5701889]
