[1507, 1065]
[ordered-list, [0.0, 45.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 81.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 117.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 153.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 189.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 225.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 261.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 297.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 333.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 369.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 405.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 441.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 477.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 513.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 549.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 585.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 621.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 657.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 693.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 729.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 765.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 801.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 837.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 873.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 909.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 945.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 981.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1017.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1053.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1089.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1125.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1161.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1197.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1233.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1269.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1305.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1341.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1377.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [0.0, 1413.0, 531.0, 36.0], shoonya_3sD2MZT7Y9ISSR, 5698831]
[ordered-list, [532.0, 48.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 84.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 120.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 156.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 192.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 228.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 264.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 300.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 336.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 372.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 408.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 444.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 480.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 516.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 552.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 588.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 624.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 660.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 696.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 732.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 768.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 804.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 840.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 876.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 912.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 948.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 984.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1020.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1056.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1092.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1128.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1164.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1200.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1236.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1272.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1308.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1344.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1380.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
[ordered-list, [532.0, 1416.0, 526.0, 36.0], shoonya_0sGC41VG3Z1Q81, 5698831]
