[1545, 2000]
[section-title, [1374.0, 167.0, 317.0, 49.5], shoonya_9sAC263LZW8SOA, 6513946]
[sub-section-title, [1380.0, 273.0, 178.0, 36.0], shoonya_7sO1AZIJHTI8WV, 6513946]
[paragraph, [1376.0, 340.0, 560.0, 36.0], shoonya_5s37LVHD2O7UXX, 6513946]
[paragraph, [1376.0, 376.0, 560.0, 36.0], shoonya_5s37LVHD2O7UXX, 6513946]
[paragraph, [1376.0, 412.0, 560.0, 36.0], shoonya_5s37LVHD2O7UXX, 6513946]
[paragraph, [1376.0, 448.0, 560.0, 36.0], shoonya_5s37LVHD2O7UXX, 6513946]
[paragraph, [1376.0, 484.0, 560.0, 36.0], shoonya_5s37LVHD2O7UXX, 6513946]
[sub-section-title, [1386.0, 582.0, 178.0, 36.0], shoonya_4sRQL5NHVUO2A6, 6513946]
[paragraph, [1373.0, 645.0, 563.0, 36.0], shoonya_8s4FGU2GT05FON, 6513946]
[paragraph, [1373.0, 681.0, 563.0, 36.0], shoonya_8s4FGU2GT05FON, 6513946]
[paragraph, [1373.0, 717.0, 563.0, 36.0], shoonya_8s4FGU2GT05FON, 6513946]
[paragraph, [1373.0, 753.0, 563.0, 36.0], shoonya_8s4FGU2GT05FON, 6513946]
[paragraph, [1373.0, 789.0, 563.0, 36.0], shoonya_8s4FGU2GT05FON, 6513946]
[section-title, [51.0, 872.0, 501.0, 49.5], shoonya_2sEKQ7L6ID2SGF, 6513946]
[sub-section-title, [1383.0, 892.0, 176.0, 36.0], RWpN16P4id, 6513946]
[paragraph, [1381.0, 949.0, 573.0, 36.0], shoonya_3sMH6MIGPDN7N6, 6513946]
[paragraph, [1381.0, 985.0, 573.0, 36.0], shoonya_3sMH6MIGPDN7N6, 6513946]
[paragraph, [1381.0, 1021.0, 573.0, 36.0], shoonya_3sMH6MIGPDN7N6, 6513946]
[paragraph, [1381.0, 1057.0, 573.0, 36.0], shoonya_3sMH6MIGPDN7N6, 6513946]
[contact-info, [686.0, 956.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 992.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1028.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1064.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1100.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1136.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1172.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1208.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1244.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1280.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1316.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1352.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1388.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1424.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[contact-info, [686.0, 1460.0, 596.0, 36.0], shoonya_6sK3T3RH8MWXZ6, 6513946]
[unordered-list, [45.0, 976.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[unordered-list, [45.0, 1012.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[unordered-list, [45.0, 1048.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[unordered-list, [45.0, 1084.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[unordered-list, [45.0, 1120.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[unordered-list, [45.0, 1156.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[unordered-list, [45.0, 1192.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[unordered-list, [45.0, 1228.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[unordered-list, [45.0, 1264.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[unordered-list, [45.0, 1300.0, 270.0, 36.0], YdsNjVzDr9, 6513946]
[sub-section-title, [1362.0, 1193.0, 235.0, 36.0], AlZJ_PYwTM, 6513946]
[paragraph, [1371.0, 1252.0, 565.0, 36.0], shoonya_1s5CSXRHJ0CGR3, 6513946]
[paragraph, [1371.0, 1288.0, 565.0, 36.0], shoonya_1s5CSXRHJ0CGR3, 6513946]
[paragraph, [1371.0, 1324.0, 565.0, 36.0], shoonya_1s5CSXRHJ0CGR3, 6513946]
[paragraph, [1371.0, 1360.0, 565.0, 36.0], shoonya_1s5CSXRHJ0CGR3, 6513946]
[paragraph, [1371.0, 1396.0, 565.0, 36.0], shoonya_1s5CSXRHJ0CGR3, 6513946]
