[1518, 1004]
[paragraph, [353.0, 86.0, 293.0, 36.0], ZdzrwFGAMC, 6472073]
[paragraph, [353.0, 122.0, 293.0, 36.0], ZdzrwFGAMC, 6472073]
[paragraph, [353.0, 158.0, 293.0, 36.0], ZdzrwFGAMC, 6472073]
[paragraph, [353.0, 194.0, 293.0, 36.0], ZdzrwFGAMC, 6472073]
[paragraph, [654.0, 86.0, 299.0, 36.0], hnNueavU28, 6472073]
[paragraph, [654.0, 122.0, 299.0, 36.0], hnNueavU28, 6472073]
[paragraph, [43.0, 114.0, 300.0, 36.0], BlhcuKdnXD, 6472073]
[paragraph, [43.0, 162.0, 304.0, 36.0], IXCIrEgrVq, 6472073]
[paragraph, [43.0, 198.0, 304.0, 36.0], IXCIrEgrVq, 6472073]
[paragraph, [43.0, 234.0, 304.0, 36.0], IXCIrEgrVq, 6472073]
[paragraph, [43.0, 270.0, 304.0, 36.0], IXCIrEgrVq, 6472073]
[paragraph, [43.0, 306.0, 304.0, 36.0], IXCIrEgrVq, 6472073]
[paragraph, [43.0, 342.0, 304.0, 36.0], IXCIrEgrVq, 6472073]
[paragraph, [655.0, 165.0, 299.0, 36.0], 2w2LEA7pwO, 6472073]
[paragraph, [655.0, 201.0, 299.0, 36.0], 2w2LEA7pwO, 6472073]
[paragraph, [655.0, 237.0, 299.0, 36.0], 2w2LEA7pwO, 6472073]
[paragraph, [655.0, 273.0, 299.0, 36.0], 2w2LEA7pwO, 6472073]
[paragraph, [655.0, 309.0, 299.0, 36.0], 2w2LEA7pwO, 6472073]
[paragraph, [655.0, 345.0, 299.0, 36.0], 2w2LEA7pwO, 6472073]
[paragraph, [353.0, 261.0, 295.0, 36.0], KUzBTQ6Avp, 6472073]
[paragraph, [353.0, 297.0, 295.0, 36.0], KUzBTQ6Avp, 6472073]
[paragraph, [353.0, 333.0, 295.0, 36.0], KUzBTQ6Avp, 6472073]
[paragraph, [353.0, 369.0, 295.0, 36.0], KUzBTQ6Avp, 6472073]
[paragraph, [353.0, 405.0, 295.0, 36.0], KUzBTQ6Avp, 6472073]
[paragraph, [353.0, 441.0, 295.0, 36.0], KUzBTQ6Avp, 6472073]
[paragraph, [353.0, 477.0, 295.0, 36.0], KUzBTQ6Avp, 6472073]
[paragraph, [48.0, 413.0, 298.0, 36.0], mogId6GGZV, 6472073]
[paragraph, [48.0, 449.0, 298.0, 36.0], mogId6GGZV, 6472073]
[paragraph, [48.0, 485.0, 298.0, 36.0], mogId6GGZV, 6472073]
[paragraph, [48.0, 521.0, 298.0, 36.0], mogId6GGZV, 6472073]
[paragraph, [655.0, 414.0, 299.0, 36.0], abA_UfCvc1, 6472073]
[paragraph, [655.0, 450.0, 299.0, 36.0], abA_UfCvc1, 6472073]
[paragraph, [655.0, 493.0, 302.0, 36.0], TS9QpjXRNX, 6472073]
[paragraph, [353.0, 534.0, 297.0, 36.0], xvvVtjX6Lz, 6472073]
[paragraph, [50.0, 561.0, 299.0, 36.0], oLrOMQlaRw, 6472073]
[paragraph, [655.0, 566.0, 300.0, 36.0], 2yC0PI3QsJ, 6472073]
[paragraph, [655.0, 602.0, 300.0, 36.0], 2yC0PI3QsJ, 6472073]
[paragraph, [653.0, 663.0, 307.0, 36.0], 9_BUFwqyBm, 6472073]
[paragraph, [653.0, 699.0, 307.0, 36.0], 9_BUFwqyBm, 6472073]
[paragraph, [47.0, 665.0, 298.0, 36.0], DvTCZQZFTn, 6472073]
[paragraph, [47.0, 701.0, 298.0, 36.0], DvTCZQZFTn, 6472073]
[paragraph, [653.0, 764.0, 304.0, 36.0], -qt0j5_1I2, 6472073]
[paragraph, [653.0, 800.0, 304.0, 36.0], -qt0j5_1I2, 6472073]
[paragraph, [653.0, 836.0, 304.0, 36.0], -qt0j5_1I2, 6472073]
[paragraph, [653.0, 872.0, 304.0, 36.0], -qt0j5_1I2, 6472073]
[paragraph, [653.0, 908.0, 304.0, 36.0], -qt0j5_1I2, 6472073]
[paragraph, [653.0, 944.0, 304.0, 36.0], -qt0j5_1I2, 6472073]
[paragraph, [45.0, 789.0, 302.0, 36.0], zYQtbVP8gZ, 6472073]
[author, [438.0, 841.0, 114.0, 36.0], k732Py09Ns, 6472073]
[paragraph, [47.0, 863.0, 297.0, 36.0], D0U6iw3VeR, 6472073]
[paragraph, [46.0, 940.0, 300.0, 36.0], jF-a17eMke, 6472073]
[paragraph, [360.0, 940.0, 288.0, 36.0], BKgkBEriQt, 6472073]
[paragraph, [360.0, 976.0, 288.0, 36.0], BKgkBEriQt, 6472073]
[paragraph, [360.0, 1012.0, 288.0, 36.0], BKgkBEriQt, 6472073]
[paragraph, [360.0, 1048.0, 288.0, 36.0], BKgkBEriQt, 6472073]
[paragraph, [360.0, 1084.0, 288.0, 36.0], BKgkBEriQt, 6472073]
[paragraph, [660.0, 989.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
[paragraph, [660.0, 1025.0, 295.0, 36.0], shoonya_0sPVGSL0LTGPL8, 6472073]
