[1725, 1275]
[section-title, [129.0, 69.0, 270.0, 49.5], shoonya_6sKIA3GDPRF6FJ, 5712413]
[paragraph, [48.0, 151.0, 583.0, 36.0], 1pC5TSid6w, 5712413]
[paragraph, [48.0, 187.0, 583.0, 36.0], 1pC5TSid6w, 5712413]
[paragraph, [48.0, 223.0, 583.0, 36.0], 1pC5TSid6w, 5712413]
[paragraph, [48.0, 259.0, 583.0, 36.0], 1pC5TSid6w, 5712413]
[paragraph, [48.0, 295.0, 583.0, 36.0], 1pC5TSid6w, 5712413]
[paragraph, [647.0, 153.0, 557.0, 36.0], shoonya_0sKNAN9ZLXEFJK, 5712413]
[paragraph, [647.0, 189.0, 557.0, 36.0], shoonya_0sKNAN9ZLXEFJK, 5712413]
[paragraph, [647.0, 225.0, 557.0, 36.0], shoonya_0sKNAN9ZLXEFJK, 5712413]
[paragraph, [647.0, 261.0, 557.0, 36.0], shoonya_0sKNAN9ZLXEFJK, 5712413]
[paragraph, [649.0, 328.0, 555.0, 36.0], shoonya_1s5N2RR3E3AWZC, 5712413]
[paragraph, [649.0, 364.0, 555.0, 36.0], shoonya_1s5N2RR3E3AWZC, 5712413]
[paragraph, [649.0, 400.0, 555.0, 36.0], shoonya_1s5N2RR3E3AWZC, 5712413]
[paragraph, [649.0, 436.0, 555.0, 36.0], shoonya_1s5N2RR3E3AWZC, 5712413]
[paragraph, [649.0, 472.0, 555.0, 36.0], shoonya_1s5N2RR3E3AWZC, 5712413]
[paragraph, [649.0, 508.0, 555.0, 36.0], shoonya_1s5N2RR3E3AWZC, 5712413]
[paragraph, [649.0, 544.0, 555.0, 36.0], shoonya_1s5N2RR3E3AWZC, 5712413]
[paragraph, [649.0, 580.0, 555.0, 36.0], shoonya_1s5N2RR3E3AWZC, 5712413]
[paragraph, [43.0, 334.0, 594.0, 36.0], zKCwRXPbo1, 5712413]
[paragraph, [43.0, 370.0, 594.0, 36.0], zKCwRXPbo1, 5712413]
[paragraph, [46.0, 416.0, 585.0, 36.0], SsCMnbwWC5, 5712413]
[paragraph, [46.0, 452.0, 585.0, 36.0], SsCMnbwWC5, 5712413]
[paragraph, [46.0, 488.0, 585.0, 36.0], SsCMnbwWC5, 5712413]
[paragraph, [46.0, 524.0, 585.0, 36.0], SsCMnbwWC5, 5712413]
[paragraph, [49.0, 595.0, 580.0, 36.0], YmucFbrzSZ, 5712413]
[paragraph, [49.0, 631.0, 580.0, 36.0], YmucFbrzSZ, 5712413]
[paragraph, [49.0, 667.0, 580.0, 36.0], YmucFbrzSZ, 5712413]
[paragraph, [49.0, 703.0, 580.0, 36.0], YmucFbrzSZ, 5712413]
[paragraph, [49.0, 739.0, 580.0, 36.0], YmucFbrzSZ, 5712413]
[paragraph, [49.0, 775.0, 580.0, 36.0], YmucFbrzSZ, 5712413]
[paragraph, [49.0, 811.0, 580.0, 36.0], YmucFbrzSZ, 5712413]
[paragraph, [49.0, 847.0, 580.0, 36.0], YmucFbrzSZ, 5712413]
[paragraph, [642.0, 618.0, 554.0, 36.0], shoonya_3sVYX1FHJ8T99Y, 5712413]
[paragraph, [642.0, 654.0, 554.0, 36.0], shoonya_3sVYX1FHJ8T99Y, 5712413]
[paragraph, [642.0, 690.0, 554.0, 36.0], shoonya_3sVYX1FHJ8T99Y, 5712413]
[paragraph, [642.0, 726.0, 554.0, 36.0], shoonya_3sVYX1FHJ8T99Y, 5712413]
[paragraph, [642.0, 762.0, 554.0, 36.0], shoonya_3sVYX1FHJ8T99Y, 5712413]
[paragraph, [642.0, 798.0, 554.0, 36.0], shoonya_3sVYX1FHJ8T99Y, 5712413]
[paragraph, [642.0, 834.0, 554.0, 36.0], shoonya_3sVYX1FHJ8T99Y, 5712413]
[paragraph, [642.0, 870.0, 554.0, 36.0], shoonya_3sVYX1FHJ8T99Y, 5712413]
[paragraph, [64.0, 913.0, 562.0, 36.0], PO2ER-VtgF, 5712413]
[paragraph, [64.0, 949.0, 562.0, 36.0], PO2ER-VtgF, 5712413]
[paragraph, [64.0, 985.0, 562.0, 36.0], PO2ER-VtgF, 5712413]
[paragraph, [64.0, 1021.0, 562.0, 36.0], PO2ER-VtgF, 5712413]
[paragraph, [64.0, 1057.0, 562.0, 36.0], PO2ER-VtgF, 5712413]
[paragraph, [64.0, 1093.0, 562.0, 36.0], PO2ER-VtgF, 5712413]
[paragraph, [64.0, 1129.0, 562.0, 36.0], PO2ER-VtgF, 5712413]
[paragraph, [64.0, 1165.0, 562.0, 36.0], PO2ER-VtgF, 5712413]
[paragraph, [64.0, 1201.0, 562.0, 36.0], PO2ER-VtgF, 5712413]
[paragraph, [638.0, 941.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [638.0, 977.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [638.0, 1013.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [638.0, 1049.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [638.0, 1085.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [638.0, 1121.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [638.0, 1157.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [638.0, 1193.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [638.0, 1229.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [638.0, 1265.0, 577.0, 36.0], MyCzE-s4UD, 5712413]
[paragraph, [61.0, 1256.0, 564.0, 36.0], yztLqZrh3R, 5712413]
[paragraph, [61.0, 1292.0, 564.0, 36.0], yztLqZrh3R, 5712413]
[paragraph, [61.0, 1328.0, 564.0, 36.0], yztLqZrh3R, 5712413]
[paragraph, [61.0, 1364.0, 564.0, 36.0], yztLqZrh3R, 5712413]
[paragraph, [61.0, 1400.0, 564.0, 36.0], yztLqZrh3R, 5712413]
[paragraph, [61.0, 1436.0, 564.0, 36.0], yztLqZrh3R, 5712413]
[paragraph, [61.0, 1472.0, 564.0, 36.0], yztLqZrh3R, 5712413]
