[1257, 888]
[chapter-title, [395.0, 52.0, 180.0, 30.0], shoonya_12s03C0B7O25RE, 5776264]
[paragraph, [172.0, 90.0, 631.0, 18.0], shoonya_4sXF8MR9BAFK2V, 5776264]
[paragraph, [172.0, 108.0, 631.0, 18.0], shoonya_4sXF8MR9BAFK2V, 5776264]
[paragraph, [172.0, 126.0, 631.0, 18.0], shoonya_4sXF8MR9BAFK2V, 5776264]
[paragraph, [172.0, 144.0, 631.0, 18.0], shoonya_4sXF8MR9BAFK2V, 5776264]
[paragraph, [172.0, 169.0, 630.0, 18.0], shoonya_1sI5Q4IRJRUK7L, 5776264]
[paragraph, [172.0, 187.0, 630.0, 18.0], shoonya_1sI5Q4IRJRUK7L, 5776264]
[paragraph, [172.0, 205.0, 630.0, 18.0], shoonya_1sI5Q4IRJRUK7L, 5776264]
[paragraph, [172.0, 223.0, 630.0, 18.0], shoonya_1sI5Q4IRJRUK7L, 5776264]
[paragraph, [172.0, 241.0, 630.0, 18.0], shoonya_1sI5Q4IRJRUK7L, 5776264]
[paragraph, [172.0, 259.0, 630.0, 18.0], shoonya_1sI5Q4IRJRUK7L, 5776264]
[paragraph, [172.0, 277.0, 630.0, 18.0], shoonya_1sI5Q4IRJRUK7L, 5776264]
[paragraph, [172.0, 295.0, 630.0, 18.0], shoonya_1sI5Q4IRJRUK7L, 5776264]
[paragraph, [171.0, 319.0, 634.0, 18.0], shoonya_5s1EXDEM5EVIBP, 5776264]
[paragraph, [171.0, 337.0, 634.0, 18.0], shoonya_5s1EXDEM5EVIBP, 5776264]
[paragraph, [171.0, 355.0, 634.0, 18.0], shoonya_5s1EXDEM5EVIBP, 5776264]
[paragraph, [171.0, 373.0, 634.0, 18.0], shoonya_5s1EXDEM5EVIBP, 5776264]
[paragraph, [170.0, 396.0, 627.0, 18.0], shoonya_10s0GWX24768XN, 5776264]
[paragraph, [170.0, 414.0, 627.0, 18.0], shoonya_10s0GWX24768XN, 5776264]
[paragraph, [172.0, 442.0, 628.0, 18.0], shoonya_7sPRZYQ9POJ5ZQ, 5776264]
[paragraph, [172.0, 460.0, 628.0, 18.0], shoonya_7sPRZYQ9POJ5ZQ, 5776264]
[paragraph, [172.0, 478.0, 628.0, 18.0], shoonya_7sPRZYQ9POJ5ZQ, 5776264]
[paragraph, [172.0, 496.0, 628.0, 18.0], shoonya_7sPRZYQ9POJ5ZQ, 5776264]
[paragraph, [172.0, 514.0, 628.0, 18.0], shoonya_7sPRZYQ9POJ5ZQ, 5776264]
[paragraph, [172.0, 532.0, 628.0, 18.0], shoonya_7sPRZYQ9POJ5ZQ, 5776264]
[paragraph, [173.0, 551.0, 631.0, 18.0], shoonya_3sDQMUF1BT5SFD, 5776264]
[paragraph, [173.0, 569.0, 631.0, 18.0], shoonya_3sDQMUF1BT5SFD, 5776264]
[paragraph, [173.0, 587.0, 631.0, 18.0], shoonya_3sDQMUF1BT5SFD, 5776264]
[paragraph, [173.0, 605.0, 631.0, 18.0], shoonya_3sDQMUF1BT5SFD, 5776264]
[paragraph, [173.0, 623.0, 631.0, 18.0], shoonya_3sDQMUF1BT5SFD, 5776264]
[paragraph, [173.0, 641.0, 631.0, 18.0], shoonya_3sDQMUF1BT5SFD, 5776264]
[paragraph, [173.0, 659.0, 631.0, 18.0], shoonya_3sDQMUF1BT5SFD, 5776264]
[paragraph, [173.0, 682.0, 630.0, 18.0], shoonya_0sJVMBQJ7K3UCP, 5776264]
[paragraph, [173.0, 700.0, 630.0, 18.0], shoonya_0sJVMBQJ7K3UCP, 5776264]
[paragraph, [173.0, 718.0, 630.0, 18.0], shoonya_0sJVMBQJ7K3UCP, 5776264]
[paragraph, [173.0, 736.0, 630.0, 18.0], shoonya_0sJVMBQJ7K3UCP, 5776264]
[paragraph, [173.0, 754.0, 630.0, 18.0], shoonya_0sJVMBQJ7K3UCP, 5776264]
[paragraph, [173.0, 785.0, 631.0, 18.0], shoonya_2sHDEZZZL6OE3G, 5776264]
[paragraph, [173.0, 803.0, 631.0, 18.0], shoonya_2sHDEZZZL6OE3G, 5776264]
[paragraph, [173.0, 821.0, 631.0, 18.0], shoonya_2sHDEZZZL6OE3G, 5776264]
[paragraph, [173.0, 839.0, 631.0, 18.0], shoonya_2sHDEZZZL6OE3G, 5776264]
[paragraph, [173.0, 857.0, 631.0, 18.0], shoonya_2sHDEZZZL6OE3G, 5776264]
[paragraph, [198.0, 890.0, 443.0, 18.0], shoonya_9sWTD4K8E5HHBM, 5776264]
[paragraph, [175.0, 918.0, 628.0, 18.0], shoonya_6sCJID84ZWH76B, 5776264]
[paragraph, [175.0, 936.0, 628.0, 18.0], shoonya_6sCJID84ZWH76B, 5776264]
[paragraph, [175.0, 954.0, 628.0, 18.0], shoonya_6sCJID84ZWH76B, 5776264]
[paragraph, [175.0, 972.0, 628.0, 18.0], shoonya_6sCJID84ZWH76B, 5776264]
[paragraph, [186.0, 997.0, 614.0, 18.0], shoonya_11sKQMFBEK8DV8, 5776264]
[paragraph, [174.0, 1022.0, 633.0, 18.0], shoonya_8s9KSDB1MVIQ3M, 5776264]
[paragraph, [174.0, 1040.0, 633.0, 18.0], shoonya_8s9KSDB1MVIQ3M, 5776264]
[paragraph, [174.0, 1058.0, 633.0, 18.0], shoonya_8s9KSDB1MVIQ3M, 5776264]
[paragraph, [174.0, 1076.0, 633.0, 18.0], shoonya_8s9KSDB1MVIQ3M, 5776264]
