[1606, 1056]
[folio, [104.0, 93.0, 230.0, 36.0], DufXiYGcjP, 5684012]
[folio, [443.0, 100.0, 171.0, 36.0], shoonya_1sUSFVPIFQT5H8, 5684012]
[paragraph, [101.0, 158.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 194.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 230.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 266.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 302.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 338.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 374.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 410.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 446.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 482.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 518.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 554.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 590.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 626.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 662.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 698.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 734.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 770.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 806.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 842.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 878.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 914.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 950.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 986.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1022.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1058.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1094.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1130.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1166.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1202.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1238.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1274.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1310.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1346.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1382.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1418.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
[paragraph, [101.0, 1454.0, 853.0, 36.0], shoonya_0sQY3HCDCOFHY2, 5684012]
