[2339, 1654]
[folio, [1311.0, 46.0, 215.0, 36.0], shoonya_4sDTDR2VDJ6AAU, 5751143]
[paragraph, [104.0, 80.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 116.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 152.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 188.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 224.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 260.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 296.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 332.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 368.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 404.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 440.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 476.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 512.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 548.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 584.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 620.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 656.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 692.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 728.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 764.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 800.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 836.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 872.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 908.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 944.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 980.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 1016.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 1052.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
[paragraph, [104.0, 1088.0, 1417.0, 36.0], shoonya_0s3NNFD2P4MHIK, 5751143]
