[2230, 1630]
[chapter-title, [703.0, 116.0, 212.0, 70.5], shoonya_1s6O529O6FLVOH, 5757987]
[paragraph, [90.0, 251.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 287.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 323.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 359.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 395.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 431.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 467.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 503.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 539.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 575.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 611.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 647.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 683.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 719.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 755.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 791.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 827.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 863.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 899.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 935.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 971.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 1007.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 1043.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 1079.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
[paragraph, [90.0, 1115.0, 1444.0, 36.0], shoonya_0sIMOP249A5DP4, 5757987]
