[2339, 1656]
[paragraph, [116.0, 98.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 134.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 170.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 206.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 242.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 278.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 314.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 350.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 386.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 422.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 458.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 494.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 530.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 566.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 602.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 638.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 674.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 710.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 746.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 782.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 818.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 854.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 890.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 926.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 962.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 998.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1034.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1070.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1106.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1142.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1178.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1214.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1250.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1286.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1322.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1358.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1394.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [116.0, 1430.0, 703.0, 36.0], shoonya_2s5MLJNYJDBKU0, 5749864]
[paragraph, [855.0, 106.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 142.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 178.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 214.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 250.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 286.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 322.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 358.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 394.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 430.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 466.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 502.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 538.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 574.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 610.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 646.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 682.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 718.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 754.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 790.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 826.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 862.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 898.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 934.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 970.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1006.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1042.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1078.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1114.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1150.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1186.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1222.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1258.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1294.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1330.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1366.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1402.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1438.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1474.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1510.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1546.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1582.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1618.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1654.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1690.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1726.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [855.0, 1762.0, 697.0, 36.0], shoonya_3s7PH91JOKG04H, 5749864]
[paragraph, [121.0, 1501.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1537.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1573.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1609.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1645.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1681.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1717.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1753.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1789.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1825.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1861.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [121.0, 1897.0, 696.0, 36.0], shoonya_0s8Y4X6PU8QB76, 5749864]
[paragraph, [853.0, 1818.0, 698.0, 36.0], shoonya_1sH6RJ57WQWEL5, 5749864]
[paragraph, [853.0, 1854.0, 698.0, 36.0], shoonya_1sH6RJ57WQWEL5, 5749864]
[paragraph, [853.0, 1890.0, 698.0, 36.0], shoonya_1sH6RJ57WQWEL5, 5749864]
[paragraph, [853.0, 1926.0, 698.0, 36.0], shoonya_1sH6RJ57WQWEL5, 5749864]
[paragraph, [853.0, 1962.0, 698.0, 36.0], shoonya_1sH6RJ57WQWEL5, 5749864]
[paragraph, [853.0, 1998.0, 698.0, 36.0], shoonya_1sH6RJ57WQWEL5, 5749864]
[paragraph, [853.0, 2034.0, 698.0, 36.0], shoonya_1sH6RJ57WQWEL5, 5749864]
[paragraph, [853.0, 2070.0, 698.0, 36.0], shoonya_1sH6RJ57WQWEL5, 5749864]
[paragraph, [853.0, 2106.0, 698.0, 36.0], shoonya_1sH6RJ57WQWEL5, 5749864]
[ordered-list, [122.0, 1961.0, 691.0, 36.0], shoonya_5s41W0ZGI9KY3G, 5749864]
[ordered-list, [122.0, 1997.0, 691.0, 36.0], shoonya_5s41W0ZGI9KY3G, 5749864]
[ordered-list, [122.0, 2033.0, 691.0, 36.0], shoonya_5s41W0ZGI9KY3G, 5749864]
[ordered-list, [122.0, 2069.0, 691.0, 36.0], shoonya_5s41W0ZGI9KY3G, 5749864]
