[1725, 1313]
[headline, [166.0, 468.0, 980.0, 37.5], shoonya_6sG7NB4YDHQUR1, 5771484]
[paragraph, [120.0, 552.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[paragraph, [120.0, 588.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[paragraph, [120.0, 624.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[paragraph, [120.0, 660.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[paragraph, [120.0, 696.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[paragraph, [120.0, 732.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[paragraph, [120.0, 768.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[paragraph, [120.0, 804.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[paragraph, [120.0, 840.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[paragraph, [120.0, 876.0, 538.0, 36.0], shoonya_3sJVSNDJYOGUME, 5771484]
[sub-headline, [687.0, 588.0, 480.0, 36.0], shoonya_8sSF1SRCVCPYTA, 5771484]
[sub-headline, [687.0, 624.0, 480.0, 36.0], shoonya_8sSF1SRCVCPYTA, 5771484]
[sub-headline, [687.0, 660.0, 480.0, 36.0], shoonya_8sSF1SRCVCPYTA, 5771484]
[paragraph, [661.0, 736.0, 526.0, 36.0], shoonya_4s8SHCTJOTENWN, 5771484]
[paragraph, [661.0, 772.0, 526.0, 36.0], shoonya_4s8SHCTJOTENWN, 5771484]
[paragraph, [661.0, 808.0, 526.0, 36.0], shoonya_4s8SHCTJOTENWN, 5771484]
[paragraph, [661.0, 844.0, 526.0, 36.0], shoonya_4s8SHCTJOTENWN, 5771484]
[paragraph, [661.0, 880.0, 526.0, 36.0], shoonya_4s8SHCTJOTENWN, 5771484]
[paragraph, [661.0, 916.0, 526.0, 36.0], shoonya_4s8SHCTJOTENWN, 5771484]
[paragraph, [112.0, 940.0, 545.0, 36.0], shoonya_2sCN4Y4DRKGRR6, 5771484]
[paragraph, [112.0, 976.0, 545.0, 36.0], shoonya_2sCN4Y4DRKGRR6, 5771484]
[paragraph, [112.0, 1012.0, 545.0, 36.0], shoonya_2sCN4Y4DRKGRR6, 5771484]
[paragraph, [112.0, 1048.0, 545.0, 36.0], shoonya_2sCN4Y4DRKGRR6, 5771484]
[paragraph, [112.0, 1084.0, 545.0, 36.0], shoonya_2sCN4Y4DRKGRR6, 5771484]
[paragraph, [112.0, 1120.0, 545.0, 36.0], shoonya_2sCN4Y4DRKGRR6, 5771484]
[paragraph, [112.0, 1156.0, 545.0, 36.0], shoonya_2sCN4Y4DRKGRR6, 5771484]
[paragraph, [662.0, 975.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1011.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1047.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1083.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1119.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1155.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1191.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1227.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1263.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1299.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1335.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1371.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1407.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1443.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [662.0, 1479.0, 527.0, 36.0], shoonya_5sK3RVWBEJE6EH, 5771484]
[paragraph, [107.0, 1205.0, 542.0, 36.0], shoonya_1sUSJ1UAWKHQH2, 5771484]
[paragraph, [107.0, 1241.0, 542.0, 36.0], shoonya_1sUSJ1UAWKHQH2, 5771484]
[paragraph, [107.0, 1277.0, 542.0, 36.0], shoonya_1sUSJ1UAWKHQH2, 5771484]
[paragraph, [107.0, 1313.0, 542.0, 36.0], shoonya_1sUSJ1UAWKHQH2, 5771484]
[paragraph, [107.0, 1349.0, 542.0, 36.0], shoonya_1sUSJ1UAWKHQH2, 5771484]
[paragraph, [107.0, 1385.0, 542.0, 36.0], shoonya_1sUSJ1UAWKHQH2, 5771484]
[paragraph, [107.0, 1421.0, 542.0, 36.0], shoonya_1sUSJ1UAWKHQH2, 5771484]
[paragraph, [107.0, 1457.0, 542.0, 36.0], shoonya_1sUSJ1UAWKHQH2, 5771484]
[paragraph, [107.0, 1493.0, 542.0, 36.0], shoonya_1sUSJ1UAWKHQH2, 5771484]
[folio, [582.0, 1574.0, 169.0, 36.0], DrILLv6_qH, 5771484]
