[1425, 1088]
[section-title, [227.0, 121.0, 337.0, 30.0], shoonya_3s5AOD6NN525B0, 5758989]
[paragraph, [136.0, 186.0, 848.0, 18.0], shoonya_9sFWQK4L55VPXL, 5758989]
[paragraph, [136.0, 204.0, 848.0, 18.0], shoonya_9sFWQK4L55VPXL, 5758989]
[paragraph, [136.0, 222.0, 848.0, 18.0], shoonya_9sFWQK4L55VPXL, 5758989]
[paragraph, [136.0, 240.0, 848.0, 18.0], shoonya_9sFWQK4L55VPXL, 5758989]
[paragraph, [136.0, 258.0, 848.0, 18.0], shoonya_9sFWQK4L55VPXL, 5758989]
[paragraph, [136.0, 276.0, 848.0, 18.0], shoonya_9sFWQK4L55VPXL, 5758989]
[paragraph, [140.0, 323.0, 848.0, 18.0], ZfQJTU5USM, 5758989]
[paragraph, [140.0, 341.0, 848.0, 18.0], ZfQJTU5USM, 5758989]
[paragraph, [140.0, 359.0, 848.0, 18.0], ZfQJTU5USM, 5758989]
[paragraph, [140.0, 377.0, 848.0, 18.0], ZfQJTU5USM, 5758989]
[paragraph, [140.0, 395.0, 848.0, 18.0], ZfQJTU5USM, 5758989]
[section-title, [221.0, 442.0, 741.0, 30.0], B0vYqy38FZ, 5758989]
[section-title, [221.0, 472.0, 741.0, 30.0], B0vYqy38FZ, 5758989]
[paragraph, [142.0, 530.0, 837.0, 18.0], 4hyrDX5gf0, 5758989]
[paragraph, [142.0, 548.0, 837.0, 18.0], 4hyrDX5gf0, 5758989]
[paragraph, [142.0, 566.0, 837.0, 18.0], 4hyrDX5gf0, 5758989]
[section-title, [141.0, 607.0, 363.0, 30.0], shoonya_8s803XF4W0FC4E, 5758989]
[paragraph, [137.0, 654.0, 846.0, 18.0], shoonya_5sZFAJSNFLQUS3, 5758989]
[paragraph, [137.0, 672.0, 846.0, 18.0], shoonya_5sZFAJSNFLQUS3, 5758989]
[paragraph, [137.0, 690.0, 846.0, 18.0], shoonya_5sZFAJSNFLQUS3, 5758989]
[paragraph, [137.0, 708.0, 846.0, 18.0], shoonya_5sZFAJSNFLQUS3, 5758989]
[paragraph, [137.0, 726.0, 846.0, 18.0], shoonya_5sZFAJSNFLQUS3, 5758989]
[paragraph, [133.0, 755.0, 855.0, 18.0], lBIUmDin7K, 5758989]
[paragraph, [133.0, 773.0, 855.0, 18.0], lBIUmDin7K, 5758989]
[unordered-list, [135.0, 802.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 820.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 838.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 856.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 874.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 892.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 910.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 928.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 946.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 964.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 982.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 1000.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 1018.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 1036.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[unordered-list, [135.0, 1054.0, 466.0, 18.0], shoonya_7sD14H59VUKR78, 5758989]
[sub-section-title, [137.0, 1079.0, 153.0, 25.5], UjaLxUHbKF, 5758989]
[paragraph, [139.0, 1127.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[paragraph, [139.0, 1145.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[paragraph, [139.0, 1163.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[paragraph, [139.0, 1181.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[paragraph, [139.0, 1199.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[paragraph, [139.0, 1217.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[paragraph, [139.0, 1235.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[paragraph, [139.0, 1253.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[paragraph, [139.0, 1271.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[paragraph, [139.0, 1289.0, 844.0, 18.0], shoonya_4sSK6UBNWL03C9, 5758989]
[folio, [822.0, 1347.0, 159.0, 18.0], shoonya_1sU1BTS5W70ZPA, 5758989]
