[2339, 1653]
[folio, [720.0, 207.0, 209.0, 36.0], 2-4i1hdJBU, 5687537]
[section-title, [314.0, 299.0, 1020.0, 52.5], shoonya_3s8ZVJKJQCEXMA, 5687537]
[paragraph, [236.0, 537.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 573.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 609.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 645.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 681.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 717.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 753.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 789.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 825.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 861.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 897.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 933.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 969.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 1005.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 1041.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 1077.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 1113.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [236.0, 1149.0, 1179.0, 36.0], shoonya_1sPCQE47ASFN6M, 5687537]
[paragraph, [234.0, 1223.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1259.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1295.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1331.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1367.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1403.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1439.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1475.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1511.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1547.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1583.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1619.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1655.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1691.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1727.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1763.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1799.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1835.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1871.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [234.0, 1907.0, 1180.0, 36.0], shoonya_0sGAAEZ65HMLMW, 5687537]
[paragraph, [235.0, 1974.0, 1175.0, 36.0], shoonya_2sX2OFFPIXOOYB, 5687537]
[paragraph, [235.0, 2010.0, 1175.0, 36.0], shoonya_2sX2OFFPIXOOYB, 5687537]
[paragraph, [235.0, 2046.0, 1175.0, 36.0], shoonya_2sX2OFFPIXOOYB, 5687537]
