[1823, 1375]
[folio, [563.0, 102.0, 302.0, 36.0], F_l9nvk0Wg, 5683541]
[paragraph, [109.0, 176.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 212.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 248.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 284.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 320.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 356.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 392.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 428.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 464.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 500.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 536.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 572.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 608.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 644.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 680.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 716.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 752.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 788.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 824.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 860.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 896.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 932.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 968.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1004.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1040.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1076.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1112.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1148.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1184.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1220.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1256.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1292.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1328.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1364.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1400.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1436.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1472.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1508.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1544.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1580.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1616.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [109.0, 1652.0, 569.0, 36.0], shoonya_0s63FDS9GAETVF, 5683541]
[paragraph, [700.0, 178.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 214.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 250.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 286.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
[paragraph, [700.0, 322.0, 568.0, 36.0], shoonya_1sJH3GZNNWRPUT, 5683541]
