[2339, 1654]
[folio, [1309.0, 26.0, 240.0, 36.0], KIRD4RIJtD, 5751463]
[folio, [1309.0, 62.0, 240.0, 36.0], KIRD4RIJtD, 5751463]
[paragraph, [120.0, 96.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 132.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 168.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 204.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 240.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 276.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 312.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 348.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 384.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 420.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 456.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 492.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 528.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 564.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 600.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 636.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 672.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [120.0, 708.0, 1422.0, 36.0], shoonya_1sRQ3EEUR1NSMG, 5751463]
[paragraph, [115.0, 779.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 815.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 851.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 887.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 923.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 959.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 995.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1031.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1067.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1103.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1139.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1175.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1211.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1247.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1283.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1319.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1355.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1391.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1427.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1463.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1499.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1535.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1571.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1607.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1643.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1679.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1715.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1751.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1787.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1823.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1859.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1895.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1931.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 1967.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 2003.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 2039.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 2075.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 2111.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 2147.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
[paragraph, [115.0, 2183.0, 1432.0, 36.0], shoonya_0sLXB776JN0KYC, 5751463]
