[792, 612]
[folio, [405.0, 49.0, 120.0, 18.0], rnjcXzcC9T, 6491073]
[paragraph, [46.0, 70.0, 262.0, 18.0], shoonya_0sP5TXO1GD2EHQ, 6491073]
[paragraph, [46.0, 88.0, 262.0, 18.0], shoonya_0sP5TXO1GD2EHQ, 6491073]
[paragraph, [46.0, 106.0, 262.0, 18.0], shoonya_0sP5TXO1GD2EHQ, 6491073]
[paragraph, [46.0, 124.0, 262.0, 18.0], shoonya_0sP5TXO1GD2EHQ, 6491073]
[paragraph, [46.0, 142.0, 262.0, 18.0], shoonya_0sP5TXO1GD2EHQ, 6491073]
[paragraph, [46.0, 160.0, 262.0, 18.0], shoonya_0sP5TXO1GD2EHQ, 6491073]
[paragraph, [46.0, 178.0, 262.0, 18.0], shoonya_0sP5TXO1GD2EHQ, 6491073]
[paragraph, [46.0, 196.0, 262.0, 18.0], shoonya_0sP5TXO1GD2EHQ, 6491073]
[paragraph, [312.0, 78.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 96.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 114.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 132.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 150.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 168.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 186.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 204.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 222.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 240.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 258.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 276.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [312.0, 294.0, 244.0, 18.0], WLggj_pnlW, 6491073]
[paragraph, [49.0, 233.0, 260.0, 18.0], IEvtRha2w6, 6491073]
[paragraph, [49.0, 251.0, 260.0, 18.0], IEvtRha2w6, 6491073]
[paragraph, [49.0, 269.0, 260.0, 18.0], IEvtRha2w6, 6491073]
[paragraph, [49.0, 287.0, 260.0, 18.0], IEvtRha2w6, 6491073]
[paragraph, [49.0, 305.0, 260.0, 18.0], IEvtRha2w6, 6491073]
[paragraph, [49.0, 323.0, 260.0, 18.0], IEvtRha2w6, 6491073]
[paragraph, [49.0, 341.0, 260.0, 18.0], IEvtRha2w6, 6491073]
[paragraph, [313.0, 328.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 346.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 364.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 382.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 400.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 418.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 436.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 454.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 472.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 490.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 508.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 526.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 544.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 562.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 580.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 598.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 616.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 634.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 652.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 670.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 688.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [313.0, 706.0, 248.0, 18.0], sbaXiY0lEq, 6491073]
[paragraph, [48.0, 364.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 382.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 400.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 418.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 436.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 454.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 472.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 490.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 508.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 526.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 544.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 562.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 580.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 598.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [48.0, 616.0, 261.0, 18.0], 7pGlqsvGJM, 6491073]
[paragraph, [49.0, 648.0, 261.0, 18.0], 9lsGTG3FHB, 6491073]
[paragraph, [49.0, 666.0, 261.0, 18.0], 9lsGTG3FHB, 6491073]
[paragraph, [49.0, 684.0, 261.0, 18.0], 9lsGTG3FHB, 6491073]
[paragraph, [49.0, 702.0, 261.0, 18.0], 9lsGTG3FHB, 6491073]
