[1388, 886]
[folio, [386.0, 67.0, 133.0, 18.0], shoonya_1sIMICBEGTZYD5, 5742434]
[folio, [660.0, 68.0, 186.0, 18.0], shoonya_2sKMDVO96F3PZA, 5742434]
[paragraph, [27.0, 122.0, 400.0, 18.0], TQraI-YhjH, 5742434]
[paragraph, [27.0, 140.0, 400.0, 18.0], TQraI-YhjH, 5742434]
[paragraph, [27.0, 158.0, 400.0, 18.0], TQraI-YhjH, 5742434]
[paragraph, [27.0, 176.0, 400.0, 18.0], TQraI-YhjH, 5742434]
[paragraph, [27.0, 194.0, 400.0, 18.0], TQraI-YhjH, 5742434]
[paragraph, [27.0, 212.0, 400.0, 18.0], TQraI-YhjH, 5742434]
[paragraph, [27.0, 230.0, 400.0, 18.0], TQraI-YhjH, 5742434]
[paragraph, [27.0, 248.0, 400.0, 18.0], TQraI-YhjH, 5742434]
[paragraph, [27.0, 266.0, 400.0, 18.0], TQraI-YhjH, 5742434]
[paragraph, [444.0, 127.0, 413.0, 18.0], vCVLCCGLJF, 5742434]
[paragraph, [444.0, 145.0, 413.0, 18.0], vCVLCCGLJF, 5742434]
[paragraph, [444.0, 163.0, 413.0, 18.0], vCVLCCGLJF, 5742434]
[paragraph, [444.0, 181.0, 413.0, 18.0], vCVLCCGLJF, 5742434]
[paragraph, [444.0, 199.0, 413.0, 18.0], vCVLCCGLJF, 5742434]
[paragraph, [444.0, 217.0, 413.0, 18.0], vCVLCCGLJF, 5742434]
[paragraph, [444.0, 235.0, 413.0, 18.0], vCVLCCGLJF, 5742434]
[paragraph, [445.0, 269.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 287.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 305.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 323.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 341.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 359.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 377.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 395.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 413.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 431.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 449.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 467.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 485.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 503.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 521.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 539.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 557.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
[paragraph, [445.0, 575.0, 422.0, 18.0], Gub4RtfSKu, 5742434]
