[1320, 1176]
[folio, [75.0, 69.0, 161.0, 18.0], shoonya_3sYFNJV32IWL30, 5694296]
[folio, [75.0, 87.0, 161.0, 18.0], shoonya_3sYFNJV32IWL30, 5694296]
[folio, [75.0, 105.0, 161.0, 18.0], shoonya_3sYFNJV32IWL30, 5694296]
[folio, [75.0, 123.0, 161.0, 18.0], shoonya_3sYFNJV32IWL30, 5694296]
[folio, [75.0, 141.0, 161.0, 18.0], shoonya_3sYFNJV32IWL30, 5694296]
[folio, [75.0, 159.0, 161.0, 18.0], shoonya_3sYFNJV32IWL30, 5694296]
[folio, [75.0, 177.0, 161.0, 18.0], shoonya_3sYFNJV32IWL30, 5694296]
[paragraph, [71.0, 221.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 239.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 257.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 275.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 293.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 311.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 329.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 347.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 365.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 383.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 401.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 419.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 437.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 455.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 473.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 491.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 509.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 527.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 545.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 563.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 581.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 599.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 617.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 635.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 653.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 671.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 689.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 707.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [71.0, 725.0, 333.0, 18.0], shoonya_0sHV7ZRP127K7K, 5694296]
[paragraph, [410.0, 222.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 240.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 258.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 276.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 294.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 312.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 330.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 348.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 366.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 384.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 402.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 420.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 438.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 456.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 474.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 492.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 510.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 528.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 546.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 564.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 582.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 600.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [410.0, 618.0, 338.0, 18.0], vRu3Ro_1YH, 5694296]
[paragraph, [754.0, 222.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 240.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 258.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 276.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 294.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 312.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 330.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 348.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 366.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 384.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 402.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 420.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 438.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 456.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 474.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 492.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 510.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 528.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 546.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 564.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 582.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 600.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 618.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 636.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 654.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 672.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 690.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[paragraph, [754.0, 708.0, 347.0, 18.0], shoonya_1sULPTUO03IWXU, 5694296]
[section-title, [413.0, 645.0, 210.0, 30.0], Lv_uDb_g-_, 5694296]
[paragraph, [419.0, 677.0, 327.0, 18.0], RJa1D8mOsf, 5694296]
[paragraph, [419.0, 695.0, 327.0, 18.0], RJa1D8mOsf, 5694296]
[paragraph, [419.0, 713.0, 327.0, 18.0], RJa1D8mOsf, 5694296]
