[1545, 2000]
[contact-info, [117.0, 52.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 88.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 124.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 160.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 196.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 232.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 268.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 304.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 340.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 376.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 412.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 448.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 484.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 520.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 556.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[contact-info, [117.0, 592.0, 420.0, 36.0], shoonya_0sLMYWRYD9ACZV, 6513938]
[section-title, [1454.0, 86.0, 449.0, 49.5], shoonya_1sNASE1RCUBG3U, 6513938]
[section-title, [1454.0, 135.5, 449.0, 49.5], shoonya_1sNASE1RCUBG3U, 6513938]
[section-title, [773.0, 93.0, 455.0, 49.5], DBhMJv8KvO, 6513938]
[paragraph, [732.0, 211.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 247.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 283.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 319.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 355.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 391.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 427.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 463.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 499.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 535.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 571.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 607.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 643.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [732.0, 679.0, 534.0, 36.0], shoonya_3s3FYCVMW3YD41, 6513938]
[paragraph, [1405.0, 227.0, 495.0, 36.0], 7KIwqGOry0, 6513938]
[paragraph, [1405.0, 263.0, 495.0, 36.0], 7KIwqGOry0, 6513938]
[paragraph, [1405.0, 299.0, 495.0, 36.0], 7KIwqGOry0, 6513938]
[sub-section-title, [60.0, 1190.0, 535.0, 36.0], cDoTKJwlFj, 6513938]
[sub-section-title, [60.0, 1226.0, 535.0, 36.0], cDoTKJwlFj, 6513938]
[section-title, [130.0, 1334.0, 407.0, 49.5], EWNwQTqVFi, 6513938]
