[2200, 1700]
[section-title, [755.0, 467.0, 256.0, 52.5], lvOwFdoxeb, 5731605]
[chapter-title, [496.0, 575.0, 778.0, 70.5], 6CJ8MdD854, 5731605]
[paragraph, [649.0, 696.0, 724.0, 36.0], shoonya_1s3UN3FJ6M71R0, 5731605]
[paragraph, [649.0, 732.0, 724.0, 36.0], shoonya_1s3UN3FJ6M71R0, 5731605]
[paragraph, [649.0, 768.0, 724.0, 36.0], shoonya_1s3UN3FJ6M71R0, 5731605]
[paragraph, [649.0, 804.0, 724.0, 36.0], shoonya_1s3UN3FJ6M71R0, 5731605]
[paragraph, [649.0, 840.0, 724.0, 36.0], shoonya_1s3UN3FJ6M71R0, 5731605]
[paragraph, [309.0, 1074.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1110.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1146.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1182.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1218.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1254.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1290.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1326.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1362.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1398.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1434.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1470.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1506.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1542.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1578.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1614.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1650.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1686.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1722.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1758.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1794.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1830.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1866.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1902.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[paragraph, [309.0, 1938.0, 1106.0, 36.0], shoonya_0sX531WNOQHLOW, 5731605]
[folio, [435.0, 2064.0, 362.0, 36.0], QN0IZ7vzG6, 5731605]
