[3300, 2550]
[paragraph, [263.0, 273.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 325.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 378.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 430.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 483.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 535.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 588.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 640.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 693.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 745.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 798.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 850.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 903.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 955.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1008.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1060.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1113.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1165.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1218.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1270.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1323.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1375.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1428.0, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [263.0, 1480.5, 2044.0, 52.5], shoonya_1sF7HOVEMFE4AH, 5720780]
[paragraph, [274.0, 1554.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 1606.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 1659.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 1711.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 1764.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 1816.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 1869.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 1921.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 1974.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2026.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2079.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2131.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2184.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2236.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2289.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2341.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2394.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2446.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2499.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2551.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2604.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2656.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2709.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2761.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2814.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2866.5, 2017.0, 52.5], wlcJRn6HGy, 5720780]
[paragraph, [274.0, 2919.0, 2017.0, 52.5], wlcJRn6HGy, 5720780]
