[1315, 750]
[folio, [586.0, 40.0, 108.0, 18.0], shoonya_5sP3HNH8PGHV5C, 5782459]
[folio, [586.0, 58.0, 108.0, 18.0], shoonya_5sP3HNH8PGHV5C, 5782459]
[folio, [229.0, 96.0, 284.0, 18.0], shoonya_3s2PF2HGKVKUH3, 5782459]
[paragraph, [46.0, 132.0, 659.0, 18.0], sR7M2Gx2L5, 5782459]
[paragraph, [46.0, 150.0, 659.0, 18.0], sR7M2Gx2L5, 5782459]
[ordered-list, [47.0, 183.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 201.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 219.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 237.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 255.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 273.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 291.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 309.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 327.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 345.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 363.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 381.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [47.0, 399.0, 655.0, 18.0], shoonya_0s9027LJA8GACD, 5782459]
[ordered-list, [43.0, 433.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 451.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 469.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 487.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 505.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 523.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 541.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 559.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 577.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 595.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 613.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
[ordered-list, [43.0, 631.0, 662.0, 18.0], shoonya_1sEI9Q0J7488CN, 5782459]
