[1945, 1492]
[section-title, [584.0, 185.0, 282.0, 49.5], shoonya_3s1DDJ48WTPJ4A, 5749810]
[paragraph, [198.0, 297.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 333.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 369.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 405.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 441.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 477.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 513.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 549.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 585.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 621.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 657.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 693.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 729.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 765.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 801.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 837.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 873.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [198.0, 909.0, 1038.0, 36.0], shoonya_0sPJ9HFDNI691G, 5749810]
[paragraph, [202.0, 980.0, 1043.0, 36.0], shoonya_1sEMI1CQOF1XLL, 5749810]
[paragraph, [202.0, 1016.0, 1043.0, 36.0], shoonya_1sEMI1CQOF1XLL, 5749810]
[paragraph, [202.0, 1052.0, 1043.0, 36.0], shoonya_1sEMI1CQOF1XLL, 5749810]
[paragraph, [202.0, 1088.0, 1043.0, 36.0], shoonya_1sEMI1CQOF1XLL, 5749810]
[paragraph, [202.0, 1124.0, 1043.0, 36.0], shoonya_1sEMI1CQOF1XLL, 5749810]
[paragraph, [202.0, 1160.0, 1043.0, 36.0], shoonya_1sEMI1CQOF1XLL, 5749810]
[paragraph, [202.0, 1196.0, 1043.0, 36.0], shoonya_1sEMI1CQOF1XLL, 5749810]
[paragraph, [196.0, 1242.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1278.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1314.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1350.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1386.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1422.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1458.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1494.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1530.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1566.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1602.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
[paragraph, [196.0, 1638.0, 1050.0, 36.0], shoonya_2sHOMMT59YMVAP, 5749810]
