[1275, 750]
[folio, [312.0, 87.0, 144.0, 18.0], shoonya_3s3O5ERJLV7MEH, 5767755]
[folio, [312.0, 105.0, 144.0, 18.0], shoonya_3s3O5ERJLV7MEH, 5767755]
[paragraph, [73.0, 157.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 175.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 193.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 211.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 229.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 247.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 265.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 283.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 301.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 319.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 337.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 355.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 373.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 391.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 409.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 427.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 445.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 463.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [73.0, 481.0, 606.0, 18.0], shoonya_0s4XLCRA3KLX0R, 5767755]
[paragraph, [86.0, 516.0, 586.0, 18.0], shoonya_5sWYFN0LFTA0N7, 5767755]
[paragraph, [86.0, 534.0, 586.0, 18.0], shoonya_5sWYFN0LFTA0N7, 5767755]
[paragraph, [86.0, 552.0, 586.0, 18.0], shoonya_5sWYFN0LFTA0N7, 5767755]
[paragraph, [86.0, 570.0, 586.0, 18.0], shoonya_5sWYFN0LFTA0N7, 5767755]
[paragraph, [86.0, 588.0, 586.0, 18.0], shoonya_5sWYFN0LFTA0N7, 5767755]
[paragraph, [86.0, 606.0, 586.0, 18.0], shoonya_5sWYFN0LFTA0N7, 5767755]
[paragraph, [86.0, 624.0, 586.0, 18.0], shoonya_5sWYFN0LFTA0N7, 5767755]
[paragraph, [86.0, 642.0, 586.0, 18.0], shoonya_5sWYFN0LFTA0N7, 5767755]
[paragraph, [86.0, 660.0, 586.0, 18.0], shoonya_5sWYFN0LFTA0N7, 5767755]
[paragraph, [433.0, 687.0, 252.0, 18.0], shoonya_6s2CXWTTMZ1QP5, 5767755]
[paragraph, [433.0, 705.0, 252.0, 18.0], shoonya_6s2CXWTTMZ1QP5, 5767755]
[paragraph, [70.0, 746.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 764.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 782.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 800.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 818.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 836.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 854.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 872.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 890.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 908.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 926.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 944.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 962.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 980.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 998.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 1016.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 1034.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 1052.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 1070.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 1088.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 1106.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 1124.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 1142.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
[paragraph, [70.0, 1160.0, 608.0, 18.0], shoonya_2sTX82HNIJJYCS, 5767755]
