[1625, 1211]
[paragraph, [187.0, 95.0, 225.0, 36.0], Co9p5Ycu60, 5742594]
[paragraph, [187.0, 131.0, 225.0, 36.0], Co9p5Ycu60, 5742594]
[paragraph, [432.0, 99.0, 348.0, 36.0], BtF0pPfDut, 5742594]
[paragraph, [432.0, 135.0, 348.0, 36.0], BtF0pPfDut, 5742594]
[paragraph, [432.0, 171.0, 348.0, 36.0], BtF0pPfDut, 5742594]
[paragraph, [432.0, 207.0, 348.0, 36.0], BtF0pPfDut, 5742594]
[paragraph, [432.0, 243.0, 348.0, 36.0], BtF0pPfDut, 5742594]
[paragraph, [432.0, 279.0, 348.0, 36.0], BtF0pPfDut, 5742594]
[paragraph, [791.0, 99.0, 343.0, 36.0], DURRNsNP5s, 5742594]
[paragraph, [791.0, 135.0, 343.0, 36.0], DURRNsNP5s, 5742594]
[paragraph, [791.0, 171.0, 343.0, 36.0], DURRNsNP5s, 5742594]
[paragraph, [791.0, 207.0, 343.0, 36.0], DURRNsNP5s, 5742594]
[paragraph, [791.0, 243.0, 343.0, 36.0], DURRNsNP5s, 5742594]
[paragraph, [791.0, 279.0, 343.0, 36.0], DURRNsNP5s, 5742594]
[paragraph, [791.0, 315.0, 343.0, 36.0], DURRNsNP5s, 5742594]
[paragraph, [791.0, 351.0, 343.0, 36.0], DURRNsNP5s, 5742594]
[paragraph, [66.0, 189.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 225.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 261.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 297.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 333.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 369.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 405.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 441.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 477.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 513.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 549.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 585.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 621.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 657.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 693.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 729.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 765.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 801.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 837.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [66.0, 873.0, 352.0, 36.0], XWJrvuTrKZ, 5742594]
[paragraph, [554.0, 345.0, 219.0, 36.0], yToLBbbUN-, 5742594]
[paragraph, [554.0, 381.0, 219.0, 36.0], yToLBbbUN-, 5742594]
[paragraph, [914.0, 428.0, 216.0, 36.0], EqIRZV0YI5, 5742594]
[paragraph, [914.0, 464.0, 216.0, 36.0], EqIRZV0YI5, 5742594]
[paragraph, [430.0, 442.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 478.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 514.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 550.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 586.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 622.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 658.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 694.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 730.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 766.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 802.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 838.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 874.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 910.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 946.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 982.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 1018.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [430.0, 1054.0, 349.0, 36.0], shoonya_0sFTHCQ7W5YR2P, 5742594]
[paragraph, [797.0, 531.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 567.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 603.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 639.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 675.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 711.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 747.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 783.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 819.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 855.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 891.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 927.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 963.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 999.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 1035.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [797.0, 1071.0, 343.0, 36.0], RDkDPsxirz, 5742594]
[paragraph, [181.0, 932.0, 233.0, 36.0], 0sKlenjrc1, 5742594]
[paragraph, [181.0, 968.0, 233.0, 36.0], 0sKlenjrc1, 5742594]
[paragraph, [65.0, 1031.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1067.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1103.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1139.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1175.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1211.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1247.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1283.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1319.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1355.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1391.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [65.0, 1427.0, 351.0, 36.0], 3w3gNmnc9d, 5742594]
[paragraph, [538.0, 1108.0, 242.0, 36.0], lo_L_Pa2pp, 5742594]
[paragraph, [538.0, 1144.0, 242.0, 36.0], lo_L_Pa2pp, 5742594]
[paragraph, [909.0, 1138.0, 225.0, 36.0], pl7_tFuLxA, 5742594]
[paragraph, [909.0, 1174.0, 225.0, 36.0], pl7_tFuLxA, 5742594]
[paragraph, [434.0, 1214.0, 345.0, 36.0], SvVGtks2IW, 5742594]
[paragraph, [434.0, 1250.0, 345.0, 36.0], SvVGtks2IW, 5742594]
[paragraph, [434.0, 1286.0, 345.0, 36.0], SvVGtks2IW, 5742594]
[paragraph, [434.0, 1322.0, 345.0, 36.0], SvVGtks2IW, 5742594]
[paragraph, [434.0, 1358.0, 345.0, 36.0], SvVGtks2IW, 5742594]
[paragraph, [434.0, 1394.0, 345.0, 36.0], SvVGtks2IW, 5742594]
[paragraph, [434.0, 1430.0, 345.0, 36.0], SvVGtks2IW, 5742594]
[paragraph, [796.0, 1250.0, 345.0, 36.0], 57O_4yft35, 5742594]
[paragraph, [796.0, 1286.0, 345.0, 36.0], 57O_4yft35, 5742594]
[paragraph, [796.0, 1322.0, 345.0, 36.0], 57O_4yft35, 5742594]
[paragraph, [796.0, 1358.0, 345.0, 36.0], 57O_4yft35, 5742594]
[paragraph, [796.0, 1394.0, 345.0, 36.0], 57O_4yft35, 5742594]
[paragraph, [796.0, 1430.0, 345.0, 36.0], 57O_4yft35, 5742594]
[footnote, [749.0, 1578.0, 382.0, 36.0], faNvjOPsKy, 5742594]
