[3960, 3060]
[paragraph, [776.0, 367.0, 1816.0, 52.5], 87CGSdUlWd, 5698797]
[paragraph, [776.0, 419.5, 1816.0, 52.5], 87CGSdUlWd, 5698797]
[paragraph, [776.0, 472.0, 1816.0, 52.5], 87CGSdUlWd, 5698797]
[paragraph, [776.0, 524.5, 1816.0, 52.5], 87CGSdUlWd, 5698797]
[ordered-list, [776.0, 612.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 664.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 717.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 769.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 822.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 874.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 927.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 979.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1032.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1084.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1137.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1189.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1242.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1294.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1347.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1399.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1452.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1504.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1557.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1609.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1662.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1714.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1767.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1819.5, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[ordered-list, [776.0, 1872.0, 1855.0, 52.5], YDa_ZLhcBX, 5698797]
[answer, [776.0, 2081.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2133.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2186.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2238.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2291.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2343.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2396.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2448.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2501.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2553.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2606.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2658.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2711.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2763.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2816.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2868.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2921.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 2973.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 3026.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 3078.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 3131.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 3183.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 3236.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 3288.5, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[answer, [776.0, 3341.0, 1966.0, 52.5], GFs_iDkWa3, 5698797]
[ordered-list, [791.0, 2189.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2241.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2294.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2346.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2399.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2451.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2504.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2556.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2609.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2661.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2714.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2766.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2819.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2871.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2924.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 2976.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 3029.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 3081.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 3134.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 3186.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 3239.0, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
[ordered-list, [791.0, 3291.5, 1933.0, 52.5], shoonya_0sDXRQHFDHZCPG, 5698797]
