[2339, 1656]
[paragraph, [186.0, 203.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 239.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 275.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 311.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 347.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 383.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 419.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 455.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 491.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 527.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 563.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 599.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 635.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 671.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 707.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 743.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 779.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 815.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 851.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 887.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 923.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 959.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 995.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 1031.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [186.0, 1067.0, 1282.0, 36.0], shoonya_1sT6DAUE3W3IDZ, 5731726]
[paragraph, [184.0, 1153.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1189.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1225.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1261.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1297.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1333.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1369.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1405.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1441.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1477.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1513.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1549.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1585.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1621.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [184.0, 1657.0, 1280.0, 36.0], shoonya_0sMPLS5BPK2IS6, 5731726]
[paragraph, [190.0, 1732.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
[paragraph, [190.0, 1768.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
[paragraph, [190.0, 1804.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
[paragraph, [190.0, 1840.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
[paragraph, [190.0, 1876.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
[paragraph, [190.0, 1912.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
[paragraph, [190.0, 1948.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
[paragraph, [190.0, 1984.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
[paragraph, [190.0, 2020.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
[paragraph, [190.0, 2056.0, 1278.0, 36.0], shoonya_2s12RRX5KN7EZG, 5731726]
