[2200, 1700]
[paragraph, [309.0, 78.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 114.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 150.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 186.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 222.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 258.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 294.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 330.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 366.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 402.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 438.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 474.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 510.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [309.0, 546.0, 1114.0, 36.0], shoonya_0sQ6208HY3QUI4, 5731390]
[paragraph, [312.0, 606.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 642.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 678.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 714.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 750.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 786.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 822.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 858.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 894.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 930.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 966.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1002.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1038.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1074.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1110.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1146.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1182.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1218.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1254.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1290.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1326.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1362.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1398.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1434.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1470.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1506.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1542.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1578.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1614.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1650.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [312.0, 1686.0, 1109.0, 36.0], shoonya_1s3Z0TA3P4R7FS, 5731390]
[paragraph, [333.0, 1734.0, 1085.0, 36.0], shoonya_2sQE78ZQCM83Y0, 5731390]
[paragraph, [333.0, 1770.0, 1085.0, 36.0], shoonya_2sQE78ZQCM83Y0, 5731390]
[paragraph, [333.0, 1806.0, 1085.0, 36.0], shoonya_2sQE78ZQCM83Y0, 5731390]
[paragraph, [333.0, 1842.0, 1085.0, 36.0], shoonya_2sQE78ZQCM83Y0, 5731390]
[paragraph, [333.0, 1878.0, 1085.0, 36.0], shoonya_2sQE78ZQCM83Y0, 5731390]
[paragraph, [333.0, 1914.0, 1085.0, 36.0], shoonya_2sQE78ZQCM83Y0, 5731390]
[folio, [437.0, 2025.0, 377.0, 36.0], sXxuwAReb8, 5731390]
