[1034, 680]
[folio, [229.0, 68.0, 213.0, 18.0], shoonya_0s7FF3NMKHSYUR, 5739960]
[paragraph, [171.0, 127.0, 269.0, 18.0], KRMh3QgKwt, 5739960]
[paragraph, [171.0, 145.0, 269.0, 18.0], KRMh3QgKwt, 5739960]
[paragraph, [171.0, 163.0, 269.0, 18.0], KRMh3QgKwt, 5739960]
[paragraph, [72.0, 201.0, 416.0, 18.0], DPgeAfhaDh, 5739960]
[paragraph, [69.0, 233.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 251.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 269.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 287.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 305.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 323.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 341.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 359.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 377.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 395.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 413.0, 542.0, 18.0], f9IXOx1aDR, 5739960]
[paragraph, [69.0, 441.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 459.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 477.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 495.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 513.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 531.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 549.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 567.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 585.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 603.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 621.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 639.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [69.0, 657.0, 545.0, 18.0], w5aZ5jx32F, 5739960]
[paragraph, [200.0, 687.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 705.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 723.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 741.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 759.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 777.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 795.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 813.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 831.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 849.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 867.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 885.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 903.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 921.0, 284.0, 18.0], ADOggWcRHC, 5739960]
[paragraph, [200.0, 939.0, 284.0, 18.0], ADOggWcRHC, 5739960]
