[2806, 1984]
[folio, [890.0, 322.0, 200.0, 46.5], Eiad3dgnq6, 5699918]
[folio, [718.0, 446.0, 561.0, 46.5], shoonya_8sOSW36M6T5TUK, 5699918]
[paragraph, [362.0, 622.0, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [362.0, 668.5, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [362.0, 715.0, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [362.0, 761.5, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [362.0, 808.0, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [362.0, 854.5, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [362.0, 901.0, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [362.0, 947.5, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [362.0, 994.0, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [362.0, 1040.5, 1260.0, 46.5], shoonya_1sYICQKA78BMV9, 5699918]
[paragraph, [363.0, 1280.0, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1326.5, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1373.0, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1419.5, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1466.0, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1512.5, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1559.0, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1605.5, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1652.0, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1698.5, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [363.0, 1745.0, 1258.0, 46.5], shoonya_0sJ7G2TLLX33KC, 5699918]
[paragraph, [367.0, 1859.0, 1261.0, 46.5], shoonya_6s6M4VVWZCEMBB, 5699918]
[paragraph, [367.0, 1905.5, 1261.0, 46.5], shoonya_6s6M4VVWZCEMBB, 5699918]
[paragraph, [367.0, 1952.0, 1261.0, 46.5], shoonya_6s6M4VVWZCEMBB, 5699918]
[paragraph, [361.0, 2094.0, 1261.0, 46.5], shoonya_2sMH37CRPMWMYP, 5699918]
[paragraph, [361.0, 2140.5, 1261.0, 46.5], shoonya_2sMH37CRPMWMYP, 5699918]
[paragraph, [361.0, 2187.0, 1261.0, 46.5], shoonya_2sMH37CRPMWMYP, 5699918]
[paragraph, [361.0, 2233.5, 1261.0, 46.5], shoonya_2sMH37CRPMWMYP, 5699918]
