[2067, 1567]
[folio, [187.0, 195.0, 311.0, 36.0], yHNOl2DRHV, 5735666]
[folio, [1250.0, 197.0, 115.0, 36.0], efpu0qGIlU, 5735666]
[paragraph, [790.0, 248.0, 583.0, 36.0], shoonya_3s9SKU5UM5855T, 5735666]
[paragraph, [790.0, 284.0, 583.0, 36.0], shoonya_3s9SKU5UM5855T, 5735666]
[paragraph, [790.0, 320.0, 583.0, 36.0], shoonya_3s9SKU5UM5855T, 5735666]
[paragraph, [790.0, 356.0, 583.0, 36.0], shoonya_3s9SKU5UM5855T, 5735666]
[paragraph, [192.0, 251.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 287.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 323.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 359.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 395.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 431.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 467.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 503.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 539.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 575.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 611.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 647.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [192.0, 683.0, 578.0, 36.0], shoonya_1sWBD6Q5GQXPEX, 5735666]
[paragraph, [792.0, 436.0, 584.0, 36.0], 1I90_Bs0NQ, 5735666]
[paragraph, [792.0, 472.0, 584.0, 36.0], 1I90_Bs0NQ, 5735666]
[paragraph, [792.0, 508.0, 584.0, 36.0], 1I90_Bs0NQ, 5735666]
[paragraph, [792.0, 544.0, 584.0, 36.0], 1I90_Bs0NQ, 5735666]
[paragraph, [792.0, 580.0, 584.0, 36.0], 1I90_Bs0NQ, 5735666]
[paragraph, [792.0, 616.0, 584.0, 36.0], 1I90_Bs0NQ, 5735666]
[paragraph, [792.0, 652.0, 584.0, 36.0], 1I90_Bs0NQ, 5735666]
[paragraph, [793.0, 695.0, 579.0, 36.0], shoonya_0sZDBMWBKENKTK, 5735666]
[paragraph, [793.0, 731.0, 579.0, 36.0], shoonya_0sZDBMWBKENKTK, 5735666]
[paragraph, [793.0, 767.0, 579.0, 36.0], shoonya_0sZDBMWBKENKTK, 5735666]
[paragraph, [793.0, 803.0, 579.0, 36.0], shoonya_0sZDBMWBKENKTK, 5735666]
[paragraph, [793.0, 839.0, 579.0, 36.0], shoonya_0sZDBMWBKENKTK, 5735666]
[paragraph, [793.0, 875.0, 579.0, 36.0], shoonya_0sZDBMWBKENKTK, 5735666]
[paragraph, [793.0, 911.0, 579.0, 36.0], shoonya_0sZDBMWBKENKTK, 5735666]
[paragraph, [793.0, 947.0, 579.0, 36.0], shoonya_0sZDBMWBKENKTK, 5735666]
[paragraph, [793.0, 983.0, 579.0, 36.0], shoonya_0sZDBMWBKENKTK, 5735666]
[author, [568.0, 743.0, 201.0, 36.0], shoonya_11sYMVH7AWTDTJ, 5735666]
[paragraph, [453.0, 962.0, 317.0, 36.0], shoonya_9sYE93DQTA46DG, 5735666]
[paragraph, [453.0, 998.0, 317.0, 36.0], shoonya_9sYE93DQTA46DG, 5735666]
[paragraph, [453.0, 1034.0, 317.0, 36.0], shoonya_9sYE93DQTA46DG, 5735666]
[paragraph, [453.0, 1070.0, 317.0, 36.0], shoonya_9sYE93DQTA46DG, 5735666]
[paragraph, [453.0, 1106.0, 317.0, 36.0], shoonya_9sYE93DQTA46DG, 5735666]
[paragraph, [453.0, 1142.0, 317.0, 36.0], shoonya_9sYE93DQTA46DG, 5735666]
[paragraph, [453.0, 1178.0, 317.0, 36.0], shoonya_9sYE93DQTA46DG, 5735666]
[paragraph, [453.0, 1214.0, 317.0, 36.0], shoonya_9sYE93DQTA46DG, 5735666]
[paragraph, [453.0, 1250.0, 317.0, 36.0], shoonya_9sYE93DQTA46DG, 5735666]
[sidebar, [15.0, 967.0, 141.0, 36.0], shoonya_6sNRUIEXMMGV6H, 5735666]
[paragraph, [791.0, 1052.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1088.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1124.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1160.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1196.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1232.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1268.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1304.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1340.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1376.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1412.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1448.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1484.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [791.0, 1520.0, 578.0, 36.0], shoonya_2s6ITR41V6NYC9, 5735666]
[paragraph, [191.0, 1319.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [191.0, 1355.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [191.0, 1391.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [191.0, 1427.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [191.0, 1463.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [191.0, 1499.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [191.0, 1535.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [191.0, 1571.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [191.0, 1607.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [191.0, 1643.0, 581.0, 36.0], shoonya_10sNYEU8DLGR87, 5735666]
[paragraph, [793.0, 1584.0, 579.0, 36.0], shoonya_8sKYCHOXVGPXEO, 5735666]
[paragraph, [793.0, 1620.0, 579.0, 36.0], shoonya_8sKYCHOXVGPXEO, 5735666]
[paragraph, [793.0, 1656.0, 579.0, 36.0], shoonya_8sKYCHOXVGPXEO, 5735666]
[paragraph, [793.0, 1692.0, 579.0, 36.0], shoonya_8sKYCHOXVGPXEO, 5735666]
[paragraph, [793.0, 1728.0, 579.0, 36.0], shoonya_8sKYCHOXVGPXEO, 5735666]
[paragraph, [793.0, 1764.0, 579.0, 36.0], shoonya_8sKYCHOXVGPXEO, 5735666]
[paragraph, [189.0, 1716.0, 583.0, 36.0], shoonya_7sIW5TT9FVPWL3, 5735666]
[paragraph, [189.0, 1752.0, 583.0, 36.0], shoonya_7sIW5TT9FVPWL3, 5735666]
[folio, [1134.0, 1822.0, 236.0, 36.0], 6QCN69PYVj, 5735666]
