[842, 596]
[section-title, [108.0, 86.0, 96.0, 30.0], xqfcEo3ScA, 5700763]
[ordered-list, [53.0, 131.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 149.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 167.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 185.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 203.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 221.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 239.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 257.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 275.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 293.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 311.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 329.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 347.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[ordered-list, [53.0, 365.0, 476.0, 18.0], shoonya_1sM5MVP9Y30ZZQ, 5700763]
[paragraph, [40.0, 418.0, 257.0, 18.0], NKTQjAEI74, 5700763]
[paragraph, [40.0, 436.0, 257.0, 18.0], NKTQjAEI74, 5700763]
[paragraph, [38.0, 466.0, 261.0, 18.0], Lpq6uE1U57, 5700763]
[paragraph, [38.0, 484.0, 261.0, 18.0], Lpq6uE1U57, 5700763]
[paragraph, [44.0, 520.0, 253.0, 18.0], dGyT4sGb2F, 5700763]
[paragraph, [44.0, 538.0, 253.0, 18.0], dGyT4sGb2F, 5700763]
[paragraph, [44.0, 556.0, 253.0, 18.0], dGyT4sGb2F, 5700763]
[paragraph, [44.0, 574.0, 253.0, 18.0], dGyT4sGb2F, 5700763]
[paragraph, [44.0, 592.0, 253.0, 18.0], dGyT4sGb2F, 5700763]
[placeholder-text, [234.0, 603.0, 297.0, 18.0], rBuxiV3C1y, 5700763]
[placeholder-text, [234.0, 621.0, 297.0, 18.0], rBuxiV3C1y, 5700763]
[placeholder-text, [234.0, 639.0, 297.0, 18.0], rBuxiV3C1y, 5700763]
[placeholder-text, [234.0, 657.0, 297.0, 18.0], rBuxiV3C1y, 5700763]
[placeholder-text, [234.0, 675.0, 297.0, 18.0], rBuxiV3C1y, 5700763]
[placeholder-text, [234.0, 693.0, 297.0, 18.0], rBuxiV3C1y, 5700763]
[paragraph, [51.0, 643.0, 92.0, 18.0], Mj2qY_BNXi, 5700763]
[paragraph, [51.0, 661.0, 92.0, 18.0], Mj2qY_BNXi, 5700763]
[folio, [109.0, 732.0, 438.0, 18.0], Uer7e6AGmn, 5700763]
[folio, [109.0, 750.0, 438.0, 18.0], Uer7e6AGmn, 5700763]
