[3508, 2481]
[contact-info, [817.0, 99.0, 845.0, 52.5], 5dQwgainTo, 6534611]
[contact-info, [817.0, 151.5, 845.0, 52.5], 5dQwgainTo, 6534611]
[paragraph, [771.0, 469.0, 948.0, 52.5], elRiIjgYfL, 6534611]
[contact-info, [1525.0, 684.0, 747.0, 52.5], CyyIpKNxGD, 6534611]
[contact-info, [1525.0, 736.5, 747.0, 52.5], CyyIpKNxGD, 6534611]
[contact-info, [1525.0, 789.0, 747.0, 52.5], CyyIpKNxGD, 6534611]
[section-title, [864.0, 901.0, 743.0, 93.0], b22i4_j6JO, 6534611]
[sub-section-title, [752.0, 1153.0, 988.0, 73.5], J957q6qeXH, 6534611]
[dateline, [220.0, 1393.0, 410.0, 52.5], 2Jb6jRx5EO, 6534611]
[paragraph, [202.0, 1642.0, 385.0, 52.5], qvjUfk_nUL, 6534611]
[paragraph, [211.0, 1769.0, 2067.0, 52.5], 3oU6cJYo20, 6534611]
[paragraph, [211.0, 1821.5, 2067.0, 52.5], 3oU6cJYo20, 6534611]
[paragraph, [211.0, 1874.0, 2067.0, 52.5], 3oU6cJYo20, 6534611]
[paragraph, [211.0, 1926.5, 2067.0, 52.5], 3oU6cJYo20, 6534611]
[paragraph, [211.0, 1979.0, 2067.0, 52.5], 3oU6cJYo20, 6534611]
[ordered-list, [267.0, 2170.0, 2002.0, 52.5], die2u-z4Ux, 6534611]
[ordered-list, [267.0, 2222.5, 2002.0, 52.5], die2u-z4Ux, 6534611]
[ordered-list, [267.0, 2275.0, 2002.0, 52.5], die2u-z4Ux, 6534611]
[ordered-list, [267.0, 2327.5, 2002.0, 52.5], die2u-z4Ux, 6534611]
[ordered-list, [267.0, 2380.0, 2002.0, 52.5], die2u-z4Ux, 6534611]
[ordered-list, [267.0, 2432.5, 2002.0, 52.5], die2u-z4Ux, 6534611]
[ordered-list, [267.0, 2485.0, 2002.0, 52.5], die2u-z4Ux, 6534611]
[ordered-list, [267.0, 2537.5, 2002.0, 52.5], die2u-z4Ux, 6534611]
[ordered-list, [267.0, 2590.0, 2002.0, 52.5], die2u-z4Ux, 6534611]
[placeholder-text, [1915.0, 2954.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 2972.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 2990.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3008.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3026.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3044.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3062.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3080.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3098.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3116.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3134.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3152.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3170.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3188.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[placeholder-text, [1915.0, 3206.0, 366.0, 18.0], aKT5_t5e6t, 6534611]
[contact-info, [211.0, 3271.0, 593.0, 52.5], _68AHFzw6Q, 6534611]
[contact-info, [211.0, 3323.5, 593.0, 52.5], _68AHFzw6Q, 6534611]
