[1625, 1211]
[section-title, [526.0, 98.0, 509.0, 49.5], shoonya_4s7IKKGF1LWNLM, 5742100]
[paragraph, [59.0, 99.0, 345.0, 36.0], qxVTEM3-lT, 5742100]
[paragraph, [59.0, 135.0, 345.0, 36.0], qxVTEM3-lT, 5742100]
[paragraph, [59.0, 171.0, 345.0, 36.0], qxVTEM3-lT, 5742100]
[paragraph, [59.0, 207.0, 345.0, 36.0], qxVTEM3-lT, 5742100]
[paragraph, [59.0, 243.0, 345.0, 36.0], qxVTEM3-lT, 5742100]
[sub-section-title, [460.0, 206.0, 640.0, 36.0], shoonya_0s86H1IUMJJTDX, 5742100]
[paragraph, [429.0, 298.0, 345.0, 36.0], 7hXr0k6GKB, 5742100]
[paragraph, [429.0, 334.0, 345.0, 36.0], 7hXr0k6GKB, 5742100]
[paragraph, [429.0, 370.0, 345.0, 36.0], 7hXr0k6GKB, 5742100]
[paragraph, [429.0, 406.0, 345.0, 36.0], 7hXr0k6GKB, 5742100]
[paragraph, [429.0, 442.0, 345.0, 36.0], 7hXr0k6GKB, 5742100]
[paragraph, [429.0, 478.0, 345.0, 36.0], 7hXr0k6GKB, 5742100]
[paragraph, [429.0, 514.0, 345.0, 36.0], 7hXr0k6GKB, 5742100]
[paragraph, [429.0, 550.0, 345.0, 36.0], 7hXr0k6GKB, 5742100]
[paragraph, [429.0, 586.0, 345.0, 36.0], 7hXr0k6GKB, 5742100]
[paragraph, [788.0, 299.0, 337.0, 36.0], QVr14JnJdY, 5742100]
[paragraph, [63.0, 315.0, 346.0, 36.0], gYjCkmB1s5, 5742100]
[paragraph, [63.0, 351.0, 346.0, 36.0], gYjCkmB1s5, 5742100]
[paragraph, [63.0, 387.0, 346.0, 36.0], gYjCkmB1s5, 5742100]
[paragraph, [63.0, 423.0, 346.0, 36.0], gYjCkmB1s5, 5742100]
[paragraph, [784.0, 360.0, 357.0, 36.0], 2m4JCSsSxg, 5742100]
[paragraph, [784.0, 396.0, 357.0, 36.0], 2m4JCSsSxg, 5742100]
[paragraph, [784.0, 457.0, 348.0, 36.0], U3pFxyyV_f, 5742100]
[paragraph, [784.0, 493.0, 348.0, 36.0], U3pFxyyV_f, 5742100]
[paragraph, [784.0, 529.0, 348.0, 36.0], U3pFxyyV_f, 5742100]
[paragraph, [784.0, 565.0, 348.0, 36.0], U3pFxyyV_f, 5742100]
[paragraph, [784.0, 601.0, 348.0, 36.0], U3pFxyyV_f, 5742100]
[paragraph, [784.0, 637.0, 348.0, 36.0], U3pFxyyV_f, 5742100]
[paragraph, [784.0, 673.0, 348.0, 36.0], U3pFxyyV_f, 5742100]
[paragraph, [784.0, 709.0, 348.0, 36.0], U3pFxyyV_f, 5742100]
[paragraph, [59.0, 494.0, 352.0, 36.0], BGa5GQ3EPr, 5742100]
[paragraph, [59.0, 530.0, 352.0, 36.0], BGa5GQ3EPr, 5742100]
[paragraph, [59.0, 566.0, 352.0, 36.0], BGa5GQ3EPr, 5742100]
