[2337, 1642]
[paragraph, [146.0, 159.0, 1323.0, 36.0], shoonya_2sHTQI0QC9XHR1, 5752960]
[paragraph, [146.0, 195.0, 1323.0, 36.0], shoonya_2sHTQI0QC9XHR1, 5752960]
[paragraph, [146.0, 231.0, 1323.0, 36.0], shoonya_2sHTQI0QC9XHR1, 5752960]
[paragraph, [146.0, 267.0, 1323.0, 36.0], shoonya_2sHTQI0QC9XHR1, 5752960]
[paragraph, [146.0, 303.0, 1323.0, 36.0], shoonya_2sHTQI0QC9XHR1, 5752960]
[paragraph, [146.0, 339.0, 1323.0, 36.0], shoonya_2sHTQI0QC9XHR1, 5752960]
[paragraph, [141.0, 409.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 445.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 481.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 517.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 553.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 589.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 625.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 661.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 697.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 733.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 769.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 805.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [141.0, 841.0, 1347.0, 36.0], hWXXr1eUjG, 5752960]
[paragraph, [127.0, 899.0, 1349.0, 36.0], mwWc4EHpmS, 5752960]
[paragraph, [127.0, 935.0, 1349.0, 36.0], mwWc4EHpmS, 5752960]
[paragraph, [127.0, 971.0, 1349.0, 36.0], mwWc4EHpmS, 5752960]
[paragraph, [127.0, 1007.0, 1349.0, 36.0], mwWc4EHpmS, 5752960]
[paragraph, [135.0, 1084.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1120.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1156.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1192.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1228.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1264.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1300.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1336.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1372.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1408.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1444.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1480.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1516.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1552.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1588.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1624.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1660.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1696.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1732.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [135.0, 1768.0, 1355.0, 36.0], shoonya_1sGZ6MRGW0OULF, 5752960]
[paragraph, [141.0, 1832.0, 1354.0, 36.0], 4SIBj0k8lh, 5752960]
[paragraph, [141.0, 1868.0, 1354.0, 36.0], 4SIBj0k8lh, 5752960]
[paragraph, [141.0, 1904.0, 1354.0, 36.0], 4SIBj0k8lh, 5752960]
[paragraph, [141.0, 1940.0, 1354.0, 36.0], 4SIBj0k8lh, 5752960]
[paragraph, [141.0, 1976.0, 1354.0, 36.0], 4SIBj0k8lh, 5752960]
[paragraph, [141.0, 2012.0, 1354.0, 36.0], 4SIBj0k8lh, 5752960]
[paragraph, [141.0, 2048.0, 1354.0, 36.0], 4SIBj0k8lh, 5752960]
[paragraph, [141.0, 2084.0, 1354.0, 36.0], 4SIBj0k8lh, 5752960]
[website-link, [539.0, 2256.0, 557.0, 18.0], RMQuExvEMV, 5752960]
[website-link, [539.0, 2274.0, 557.0, 18.0], RMQuExvEMV, 5752960]
[website-link, [539.0, 2292.0, 557.0, 18.0], RMQuExvEMV, 5752960]
[website-link, [539.0, 2310.0, 557.0, 18.0], RMQuExvEMV, 5752960]
