[2200, 1700]
[paragraph, [359.0, 72.0, 1051.0, 36.0], shoonya_3sIW8RRXW5VJYT, 5731191]
[paragraph, [359.0, 108.0, 1051.0, 36.0], shoonya_3sIW8RRXW5VJYT, 5731191]
[paragraph, [359.0, 144.0, 1051.0, 36.0], shoonya_3sIW8RRXW5VJYT, 5731191]
[paragraph, [359.0, 180.0, 1051.0, 36.0], shoonya_3sIW8RRXW5VJYT, 5731191]
[paragraph, [359.0, 216.0, 1051.0, 36.0], shoonya_3sIW8RRXW5VJYT, 5731191]
[paragraph, [359.0, 252.0, 1051.0, 36.0], shoonya_3sIW8RRXW5VJYT, 5731191]
[paragraph, [359.0, 288.0, 1051.0, 36.0], shoonya_3sIW8RRXW5VJYT, 5731191]
[paragraph, [359.0, 324.0, 1051.0, 36.0], shoonya_3sIW8RRXW5VJYT, 5731191]
[paragraph, [336.0, 378.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 414.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 450.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 486.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 522.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 558.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 594.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 630.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 666.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 702.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 738.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 774.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[paragraph, [336.0, 810.0, 1085.0, 36.0], shoonya_1sLBA7WG9YXE10, 5731191]
[section-title, [346.0, 873.0, 660.0, 52.5], shoonya_4sRREFJL6O5GBM, 5731191]
[paragraph, [339.0, 936.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 972.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1008.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1044.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1080.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1116.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1152.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1188.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1224.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1260.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1296.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [339.0, 1332.0, 1084.0, 36.0], shoonya_2sW87MJ1S5CCU0, 5731191]
[paragraph, [363.0, 1418.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1454.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1490.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1526.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1562.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1598.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1634.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1670.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1706.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1742.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1778.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1814.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1850.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[paragraph, [363.0, 1886.0, 1047.0, 36.0], shoonya_0sPE2D0VSK8MX1, 5731191]
[folio, [449.0, 2004.0, 371.0, 36.0], s5IqzKEFYc, 5731191]
