[2200, 1700]
[paragraph, [369.0, 116.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [369.0, 152.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [369.0, 188.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [369.0, 224.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [369.0, 260.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [369.0, 296.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [369.0, 332.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [369.0, 368.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [369.0, 404.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [369.0, 440.0, 1135.0, 36.0], shoonya_2s1QUVX9V3XT53, 5734514]
[paragraph, [372.0, 527.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 563.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 599.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 635.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 671.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 707.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 743.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 779.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 815.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 851.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 887.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 923.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 959.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 995.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [372.0, 1031.0, 1134.0, 36.0], shoonya_0sAJHW1ZGNSY5X, 5734514]
[paragraph, [369.0, 1100.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1136.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1172.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1208.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1244.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1280.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1316.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1352.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1388.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1424.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1460.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1496.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1532.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1568.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1604.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1640.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [369.0, 1676.0, 1138.0, 36.0], shoonya_1sPYHD94SIV3AQ, 5734514]
[paragraph, [371.0, 1736.0, 1134.0, 36.0], shoonya_3s2KTBK4NBSSFG, 5734514]
[paragraph, [371.0, 1772.0, 1134.0, 36.0], shoonya_3s2KTBK4NBSSFG, 5734514]
[paragraph, [371.0, 1808.0, 1134.0, 36.0], shoonya_3s2KTBK4NBSSFG, 5734514]
[paragraph, [371.0, 1844.0, 1134.0, 36.0], shoonya_3s2KTBK4NBSSFG, 5734514]
[paragraph, [371.0, 1880.0, 1134.0, 36.0], shoonya_3s2KTBK4NBSSFG, 5734514]
[paragraph, [371.0, 1916.0, 1134.0, 36.0], shoonya_3s2KTBK4NBSSFG, 5734514]
[paragraph, [371.0, 1952.0, 1134.0, 36.0], shoonya_3s2KTBK4NBSSFG, 5734514]
[paragraph, [371.0, 1988.0, 1134.0, 36.0], shoonya_3s2KTBK4NBSSFG, 5734514]
[paragraph, [371.0, 2024.0, 1134.0, 36.0], shoonya_3s2KTBK4NBSSFG, 5734514]
