[851, 612]
[chapter-title, [288.0, 117.0, 154.0, 30.0], shoonya_2sC6I0Y0YDN6CY, 6460965]
[folio, [190.0, 172.0, 90.0, 18.0], F0WFC85XUT, 6460965]
[paragraph, [203.0, 194.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 212.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 230.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 248.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 266.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 284.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 302.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 320.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 338.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 356.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 374.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 392.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 410.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 428.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 446.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 464.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 482.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 500.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 518.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 536.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 554.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 572.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 590.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 608.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 626.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 644.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 662.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 680.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
[paragraph, [203.0, 698.0, 337.0, 18.0], shoonya_0sNPV7QX1VO94D, 6460965]
