[1238, 765]
[headline, [61.0, 67.0, 176.0, 25.5], mpXOl32-u2, 5770048]
[headline, [61.0, 92.5, 176.0, 25.5], mpXOl32-u2, 5770048]
[sub-headline, [157.0, 119.0, 444.0, 25.5], 6m6TXwqGrU, 5770048]
[sub-headline, [157.0, 144.5, 444.0, 25.5], 6m6TXwqGrU, 5770048]
[subsub-headline, [296.0, 191.0, 163.0, 22.5], shoonya_1s9XMWBOXUBMM2, 5770048]
[paragraph, [59.0, 269.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 287.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 305.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 323.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 341.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 359.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 377.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 395.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 413.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 431.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 449.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 467.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 485.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 503.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [59.0, 521.0, 322.0, 18.0], shoonya_0sGGRSJ5MZ6WWI, 5770048]
[paragraph, [385.0, 271.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 289.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 307.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 325.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 343.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 361.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 379.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 397.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 415.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 433.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 451.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 469.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 487.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 505.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 523.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 541.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [385.0, 559.0, 298.0, 18.0], cmIlIO7lQ2, 5770048]
[paragraph, [65.0, 550.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 568.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 586.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 604.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 622.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 640.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 658.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 676.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 694.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 712.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [65.0, 730.0, 317.0, 18.0], Ioa3WdANQU, 5770048]
[paragraph, [387.0, 587.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 605.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 623.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 641.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 659.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 677.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 695.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 713.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 731.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
[paragraph, [387.0, 749.0, 301.0, 18.0], p7JLtr-lmi, 5770048]
