[595, 454]
[chapter-title, [277.0, 149.0, 146.0, 30.0], fwcEb_oQqh, 6460104]
[paragraph, [232.0, 207.0, 198.0, 18.0], o0Br5UgcLL, 6460104]
[paragraph, [232.0, 225.0, 198.0, 18.0], o0Br5UgcLL, 6460104]
[paragraph, [232.0, 243.0, 198.0, 18.0], o0Br5UgcLL, 6460104]
[paragraph, [232.0, 261.0, 198.0, 18.0], o0Br5UgcLL, 6460104]
[paragraph, [232.0, 279.0, 198.0, 18.0], o0Br5UgcLL, 6460104]
[paragraph, [232.0, 297.0, 198.0, 18.0], o0Br5UgcLL, 6460104]
[paragraph, [18.0, 209.0, 208.0, 18.0], shoonya_0sH6UY5S8O3UE3, 6460104]
[paragraph, [18.0, 227.0, 208.0, 18.0], shoonya_0sH6UY5S8O3UE3, 6460104]
[paragraph, [18.0, 245.0, 208.0, 18.0], shoonya_0sH6UY5S8O3UE3, 6460104]
[paragraph, [18.0, 263.0, 208.0, 18.0], shoonya_0sH6UY5S8O3UE3, 6460104]
[paragraph, [18.0, 281.0, 208.0, 18.0], shoonya_0sH6UY5S8O3UE3, 6460104]
[paragraph, [26.0, 302.0, 199.0, 18.0], 8xSu-uV2i3, 6460104]
[paragraph, [26.0, 320.0, 199.0, 18.0], 8xSu-uV2i3, 6460104]
[paragraph, [26.0, 338.0, 199.0, 18.0], 8xSu-uV2i3, 6460104]
[paragraph, [26.0, 356.0, 199.0, 18.0], 8xSu-uV2i3, 6460104]
[paragraph, [233.0, 324.0, 194.0, 18.0], rZo85jplp8, 6460104]
[paragraph, [233.0, 342.0, 194.0, 18.0], rZo85jplp8, 6460104]
[paragraph, [233.0, 360.0, 194.0, 18.0], rZo85jplp8, 6460104]
[paragraph, [233.0, 378.0, 194.0, 18.0], rZo85jplp8, 6460104]
[paragraph, [29.0, 383.0, 197.0, 18.0], YvdaxCRUCY, 6460104]
[paragraph, [29.0, 401.0, 197.0, 18.0], YvdaxCRUCY, 6460104]
[paragraph, [29.0, 419.0, 197.0, 18.0], YvdaxCRUCY, 6460104]
[paragraph, [29.0, 437.0, 197.0, 18.0], YvdaxCRUCY, 6460104]
[paragraph, [231.0, 400.0, 193.0, 18.0], UB9_BVZG58, 6460104]
[paragraph, [231.0, 418.0, 193.0, 18.0], UB9_BVZG58, 6460104]
[paragraph, [231.0, 436.0, 193.0, 18.0], UB9_BVZG58, 6460104]
[paragraph, [231.0, 454.0, 193.0, 18.0], UB9_BVZG58, 6460104]
[paragraph, [231.0, 472.0, 193.0, 18.0], UB9_BVZG58, 6460104]
[paragraph, [31.0, 457.0, 192.0, 18.0], 2Q-MPNBBCb, 6460104]
[paragraph, [31.0, 475.0, 192.0, 18.0], 2Q-MPNBBCb, 6460104]
[paragraph, [31.0, 493.0, 192.0, 18.0], 2Q-MPNBBCb, 6460104]
[paragraph, [31.0, 511.0, 192.0, 18.0], 2Q-MPNBBCb, 6460104]
[paragraph, [229.0, 497.0, 198.0, 18.0], RZlIzkVt9X, 6460104]
[paragraph, [229.0, 515.0, 198.0, 18.0], RZlIzkVt9X, 6460104]
[folio, [201.0, 547.0, 55.0, 18.0], UOnRhLjqtD, 6460104]
