[595, 454]
[section-title, [274.0, 32.0, 160.0, 30.0], kxCvd72eco, 6460069]
[paragraph, [269.0, 65.0, 167.0, 18.0], Gd0qpLs0hT, 6460069]
[paragraph, [269.0, 83.0, 167.0, 18.0], Gd0qpLs0hT, 6460069]
[paragraph, [269.0, 101.0, 167.0, 18.0], Gd0qpLs0hT, 6460069]
[paragraph, [269.0, 119.0, 167.0, 18.0], Gd0qpLs0hT, 6460069]
[paragraph, [269.0, 137.0, 167.0, 18.0], Gd0qpLs0hT, 6460069]
[paragraph, [269.0, 155.0, 167.0, 18.0], Gd0qpLs0hT, 6460069]
[paragraph, [269.0, 173.0, 167.0, 18.0], Gd0qpLs0hT, 6460069]
[paragraph, [23.0, 208.0, 160.0, 18.0], BOyAS_g2vv, 6460069]
[paragraph, [23.0, 226.0, 160.0, 18.0], BOyAS_g2vv, 6460069]
[paragraph, [23.0, 244.0, 160.0, 18.0], BOyAS_g2vv, 6460069]
[paragraph, [23.0, 262.0, 160.0, 18.0], BOyAS_g2vv, 6460069]
[paragraph, [23.0, 280.0, 160.0, 18.0], BOyAS_g2vv, 6460069]
[paragraph, [23.0, 298.0, 160.0, 18.0], BOyAS_g2vv, 6460069]
[paragraph, [23.0, 316.0, 160.0, 18.0], BOyAS_g2vv, 6460069]
[paragraph, [23.0, 334.0, 160.0, 18.0], BOyAS_g2vv, 6460069]
[paragraph, [23.0, 352.0, 160.0, 18.0], BOyAS_g2vv, 6460069]
[paragraph, [274.0, 396.0, 159.0, 18.0], vIVYD_qNCG, 6460069]
[paragraph, [274.0, 414.0, 159.0, 18.0], vIVYD_qNCG, 6460069]
[paragraph, [274.0, 432.0, 159.0, 18.0], vIVYD_qNCG, 6460069]
[paragraph, [274.0, 450.0, 159.0, 18.0], vIVYD_qNCG, 6460069]
[paragraph, [274.0, 468.0, 159.0, 18.0], vIVYD_qNCG, 6460069]
[paragraph, [274.0, 486.0, 159.0, 18.0], vIVYD_qNCG, 6460069]
[paragraph, [274.0, 504.0, 159.0, 18.0], vIVYD_qNCG, 6460069]
[paragraph, [274.0, 522.0, 159.0, 18.0], vIVYD_qNCG, 6460069]
[paragraph, [274.0, 540.0, 159.0, 18.0], vIVYD_qNCG, 6460069]
