[3509, 2482]
[folio, [875.0, 217.0, 477.0, 52.5], shoonya_0s7UIHAV75AXHC, 5691819]
[paragraph, [204.0, 348.0, 1812.0, 52.5], shoonya_3sS2PZ36796LSI, 5691819]
[paragraph, [204.0, 400.5, 1812.0, 52.5], shoonya_3sS2PZ36796LSI, 5691819]
[paragraph, [204.0, 453.0, 1812.0, 52.5], shoonya_3sS2PZ36796LSI, 5691819]
[paragraph, [204.0, 505.5, 1812.0, 52.5], shoonya_3sS2PZ36796LSI, 5691819]
[paragraph, [184.0, 595.0, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 647.5, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 700.0, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 752.5, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 805.0, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 857.5, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 910.0, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 962.5, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 1015.0, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 1067.5, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 1120.0, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 1172.5, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 1225.0, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 1277.5, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 1330.0, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [184.0, 1382.5, 1868.0, 52.5], WhI9BNlzjy, 5691819]
[paragraph, [187.0, 1454.0, 1846.0, 52.5], _cRCA93I26, 5691819]
[paragraph, [187.0, 1506.5, 1846.0, 52.5], _cRCA93I26, 5691819]
[paragraph, [187.0, 1559.0, 1846.0, 52.5], _cRCA93I26, 5691819]
[paragraph, [187.0, 1611.5, 1846.0, 52.5], _cRCA93I26, 5691819]
[paragraph, [187.0, 1677.0, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [187.0, 1729.5, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [187.0, 1782.0, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [187.0, 1834.5, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [187.0, 1887.0, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [187.0, 1939.5, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [187.0, 1992.0, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [187.0, 2044.5, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [187.0, 2097.0, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [187.0, 2149.5, 1874.0, 52.5], uL88TNjcq1, 5691819]
[paragraph, [194.0, 2283.0, 1816.0, 52.5], shoonya_2sHKF201GTG4JH, 5691819]
[paragraph, [194.0, 2335.5, 1816.0, 52.5], shoonya_2sHKF201GTG4JH, 5691819]
[paragraph, [194.0, 2388.0, 1816.0, 52.5], shoonya_2sHKF201GTG4JH, 5691819]
[paragraph, [194.0, 2440.5, 1816.0, 52.5], shoonya_2sHKF201GTG4JH, 5691819]
[paragraph, [194.0, 2493.0, 1816.0, 52.5], shoonya_2sHKF201GTG4JH, 5691819]
[paragraph, [194.0, 2545.5, 1816.0, 52.5], shoonya_2sHKF201GTG4JH, 5691819]
[paragraph, [194.0, 2598.0, 1816.0, 52.5], shoonya_2sHKF201GTG4JH, 5691819]
[section-title, [1655.0, 2817.0, 331.0, 93.0], JQv1faVzfj, 5691819]
[paragraph, [207.0, 2920.0, 1802.0, 52.5], shoonya_1s4G1K0YOFUFME, 5691819]
[paragraph, [207.0, 2972.5, 1802.0, 52.5], shoonya_1s4G1K0YOFUFME, 5691819]
[paragraph, [207.0, 3025.0, 1802.0, 52.5], shoonya_1s4G1K0YOFUFME, 5691819]
[paragraph, [207.0, 3077.5, 1802.0, 52.5], shoonya_1s4G1K0YOFUFME, 5691819]
[paragraph, [207.0, 3130.0, 1802.0, 52.5], shoonya_1s4G1K0YOFUFME, 5691819]
[paragraph, [207.0, 3182.5, 1802.0, 52.5], shoonya_1s4G1K0YOFUFME, 5691819]
[paragraph, [207.0, 3235.0, 1802.0, 52.5], shoonya_1s4G1K0YOFUFME, 5691819]
[paragraph, [207.0, 3287.5, 1802.0, 52.5], shoonya_1s4G1K0YOFUFME, 5691819]
