[2339, 1656]
[headline, [535.0, 191.0, 577.0, 67.5], shoonya_0sUH0ZVCVK70GN, 5752710]
[paragraph, [511.0, 289.0, 627.0, 36.0], A3djwqZqLl, 5752710]
[paragraph, [190.0, 368.0, 705.0, 36.0], 19e7QduQwu, 5752710]
[paragraph, [190.0, 404.0, 705.0, 36.0], 19e7QduQwu, 5752710]
[paragraph, [190.0, 440.0, 705.0, 36.0], 19e7QduQwu, 5752710]
[paragraph, [190.0, 476.0, 705.0, 36.0], 19e7QduQwu, 5752710]
[paragraph, [190.0, 512.0, 705.0, 36.0], 19e7QduQwu, 5752710]
[paragraph, [190.0, 548.0, 705.0, 36.0], 19e7QduQwu, 5752710]
[paragraph, [190.0, 584.0, 705.0, 36.0], 19e7QduQwu, 5752710]
[paragraph, [190.0, 620.0, 705.0, 36.0], 19e7QduQwu, 5752710]
[paragraph, [190.0, 656.0, 705.0, 36.0], 19e7QduQwu, 5752710]
[paragraph, [186.0, 848.0, 687.0, 36.0], L-MWEyrlsr, 5752710]
[paragraph, [186.0, 884.0, 687.0, 36.0], L-MWEyrlsr, 5752710]
[paragraph, [186.0, 920.0, 687.0, 36.0], L-MWEyrlsr, 5752710]
[paragraph, [186.0, 956.0, 687.0, 36.0], L-MWEyrlsr, 5752710]
[paragraph, [186.0, 992.0, 687.0, 36.0], L-MWEyrlsr, 5752710]
[paragraph, [186.0, 1028.0, 687.0, 36.0], L-MWEyrlsr, 5752710]
[paragraph, [186.0, 1064.0, 687.0, 36.0], L-MWEyrlsr, 5752710]
[paragraph, [186.0, 1100.0, 687.0, 36.0], L-MWEyrlsr, 5752710]
[paragraph, [186.0, 1136.0, 687.0, 36.0], L-MWEyrlsr, 5752710]
[paragraph, [182.0, 1330.0, 672.0, 36.0], 9X7_i6XGfX, 5752710]
[paragraph, [182.0, 1366.0, 672.0, 36.0], 9X7_i6XGfX, 5752710]
[paragraph, [182.0, 1402.0, 672.0, 36.0], 9X7_i6XGfX, 5752710]
[paragraph, [182.0, 1438.0, 672.0, 36.0], 9X7_i6XGfX, 5752710]
[paragraph, [182.0, 1474.0, 672.0, 36.0], 9X7_i6XGfX, 5752710]
[paragraph, [182.0, 1510.0, 672.0, 36.0], 9X7_i6XGfX, 5752710]
[paragraph, [182.0, 1546.0, 672.0, 36.0], 9X7_i6XGfX, 5752710]
[paragraph, [182.0, 1582.0, 672.0, 36.0], 9X7_i6XGfX, 5752710]
[paragraph, [182.0, 1618.0, 672.0, 36.0], 9X7_i6XGfX, 5752710]
[paragraph, [184.0, 1811.0, 662.0, 36.0], JORy_4TkIJ, 5752710]
[paragraph, [184.0, 1847.0, 662.0, 36.0], JORy_4TkIJ, 5752710]
[paragraph, [184.0, 1883.0, 662.0, 36.0], JORy_4TkIJ, 5752710]
[paragraph, [184.0, 1919.0, 662.0, 36.0], JORy_4TkIJ, 5752710]
[folio, [93.0, 2175.0, 178.0, 36.0], _p4f5zqsvv, 5752710]
