[1959, 1495]
[second-level-question, [1130.0, 59.0, 95.0, 36.0], FM5zvn3Ti5, 5689551]
[second-level-question, [344.0, 62.0, 77.0, 36.0], T_pu8nc-1j, 5689551]
[second-level-question, [929.0, 77.0, 93.0, 36.0], sNcJ7w3HtZ, 5689551]
[second-level-question, [929.0, 113.0, 93.0, 36.0], sNcJ7w3HtZ, 5689551]
[second-level-question, [211.0, 138.0, 93.0, 36.0], tt3Dt7W7qs, 5689551]
[second-level-question, [211.0, 174.0, 93.0, 36.0], tt3Dt7W7qs, 5689551]
[second-level-question, [211.0, 210.0, 93.0, 36.0], tt3Dt7W7qs, 5689551]
[second-level-question, [211.0, 246.0, 93.0, 36.0], tt3Dt7W7qs, 5689551]
[second-level-question, [211.0, 282.0, 93.0, 36.0], tt3Dt7W7qs, 5689551]
[second-level-question, [211.0, 1031.0, 85.0, 36.0], tCO2buykYb, 5689551]
[second-level-question, [211.0, 1067.0, 85.0, 36.0], tCO2buykYb, 5689551]
[second-level-question, [211.0, 1103.0, 85.0, 36.0], tCO2buykYb, 5689551]
[second-level-question, [211.0, 1139.0, 85.0, 36.0], tCO2buykYb, 5689551]
[second-level-question, [211.0, 1175.0, 85.0, 36.0], tCO2buykYb, 5689551]
[second-level-question, [211.0, 1211.0, 85.0, 36.0], tCO2buykYb, 5689551]
[second-level-question, [1088.0, 1039.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1075.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1111.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1147.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1183.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1219.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1255.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1291.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1327.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1363.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1399.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1435.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1471.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1507.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1543.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1579.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1615.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1651.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1687.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1723.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [1088.0, 1759.0, 104.0, 36.0], hTyn5csjpc, 5689551]
[second-level-question, [903.0, 1046.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1082.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1118.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1154.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1190.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1226.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1262.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1298.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1334.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1370.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1406.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1442.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1478.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1514.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1550.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1622.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1658.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1694.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1730.0, 102.0, 36.0], e3xk-556-l, 5689551]
[second-level-question, [903.0, 1766.0, 102.0, 36.0], e3xk-556-l, 5689551]
